Region,population,population_density,percentage_working_population,internal_arrivals,nBusiness,nHouses,nTownhouses,nApartments,nDwellings,median_income,nJob,percentage_year_12,nEmployed,nUnEmployed,nRented,nHomeless
MaryboroughSurrounds,51.94285714285716,0.04000000000000003,-8.800000000000002,-106.99999999999997,15.000000000000002,16.400000000000002,0.0,,16.400000000000002,1701.6,46.600000000000016,0.29999999999999993,7.5,-3.1999999999999997,0.7999999999999999,-0.9
Bendigo,-76.6857142857143,-4.771428571428568,-66.89999999999999,-567.9999999999999,37.60000000000001,31.54285714285714,8.02857142857143,0.05714285714285713,39.62857142857143,1287.2,31.999999999999993,0.9600000000000001,58.50000000000001,-9.0,48.0,5.599999999999999
CaliforniaGully-Eaglehawk,164.42857142857144,4.9971428571428484,87.60000000000001,-250.99999999999991,36.5,105.08571428571427,0.14285714285714288,0.0,105.22857142857147,1758.9000000000005,215.10000000000002,1.0999999999999996,149.2,0.8999999999999992,44.900000000000006,6.599999999999999
EastBendigo-Kennington,22.228571428571428,1.311428571428571,-37.800000000000004,-290.9999999999999,55.50000000000001,27.885714285714283,3.685714285714286,0.22857142857142862,31.800000000000008,1742.2,151.30000000000004,0.7299999999999998,12.599999999999998,-4.499999999999999,21.5,0.6000000000000001
FloraHill-SpringGully,-27.77142857142858,-2.0971428571428534,-66.3,-205.99999999999994,29.3,21.457142857142863,0.0,0.0,21.457142857142863,1548.3,129.20000000000005,0.5,25.0,0.10000000000000081,17.799999999999997,6.8
KangarooFlat-GoldenSquare,161.77142857142857,3.962857142857149,35.400000000000006,-601.9999999999998,58.10000000000001,114.40000000000002,19.82857142857143,0.0,134.22857142857143,1660.8,252.90000000000003,0.7200000000000003,110.89999999999998,-7.3,46.89999999999999,6.2
MaidenGully,83.48571428571428,1.9485714285714302,30.499999999999996,-171.99999999999991,12.8,49.57142857142857,,,49.57142857142857,1429.6,107.80000000000001,1.07,59.899999999999984,2.2999999999999994,3.1999999999999997,0.0
Strathfieldsaye,362.42857142857144,6.4285714285714315,169.4,-358.9999999999999,32.5,158.6857142857143,2.1142857142857143,,160.80000000000004,1740.2000000000003,281.19999999999993,0.7900000000000005,177.20000000000002,5.099999999999999,15.4,-0.09999999999999999
WhiteHills-Ascot,445.4571428571429,6.574285714285717,214.60000000000002,-303.99999999999983,37.2,191.9714285714286,3.885714285714287,0.0,195.85714285714283,1844.2,404.60000000000014,1.01,261.8,10.0,59.9,1.4999999999999998
BendigoSurrounds-South,204.34285714285718,0.2685714285714285,90.60000000000001,-118.99999999999994,31.899999999999995,73.42857142857143,0.6571428571428573,,74.08571428571429,1718.2999999999997,256.1,0.9700000000000001,126.09999999999997,-1.5999999999999999,1.5,0.09999999999999999
Castlemaine,86.2,1.0371428571428567,-52.300000000000004,-252.99999999999994,27.299999999999997,84.02857142857141,6.82857142857143,0.0,90.85714285714286,1345.6,107.90000000000005,1.2599999999999996,66.29999999999998,-2.4,10.699999999999998,1.4999999999999996
CastlemaineSurrounds,130.51428571428573,0.08571428571428574,27.899999999999995,-156.99999999999991,32.20000000000001,65.08571428571429,0.45714285714285713,0.0,65.54285714285714,1180.6000000000004,216.00000000000003,1.0099999999999996,48.300000000000004,-3.6,-6.099999999999999,-1.5999999999999999
Heathcote,115.85714285714286,0.15999999999999998,28.0,-88.99999999999997,12.0,35.2,0.9142857142857143,0.0,36.114285714285714,1763.8999999999996,88.10000000000001,0.8099999999999996,46.199999999999996,0.5999999999999999,3.499999999999999,-2.0
Kyneton,104.62857142857142,0.18857142857142842,28.200000000000006,-329.9999999999999,58.3,45.0,6.2285714285714295,0.14285714285714288,51.37142857142858,1522.6000000000004,258.50000000000006,1.4500000000000002,91.0,-0.7999999999999999,4.6,0.6999999999999998
Woodend,130.94285714285718,0.6171428571428578,32.0,-256.9999999999999,16.0,44.68571428571429,48.2,0.28571428571428575,93.17142857142858,1462.5000000000005,156.3,1.0899999999999996,63.7,1.2999999999999994,8.899999999999999,0.7999999999999999
BendigoSurrounds-North,106.77142857142859,0.07714285714285714,54.00000000000001,-32.99999999999999,8.6,30.714285714285715,0.0,0.0,30.714285714285715,1712.0000000000002,97.8,0.54,27.999999999999993,-0.7000000000000001,2.9000000000000004,0.6000000000000001
Loddon,27.571428571428573,0.0,-13.2,-199.99999999999994,11.3,16.2,0.0,0.0,16.2,2466.9000000000005,73.1,0.5900000000000002,14.9,-2.5,-1.8,-0.3
Bannockburn,199.51428571428573,1.0428571428571427,132.20000000000002,-176.99999999999991,34.10000000000001,84.77142857142857,0.0,,84.77142857142857,2031.6000000000001,202.1,0.8099999999999999,156.10000000000002,1.4999999999999996,10.499999999999996,0.9999999999999999
GoldenPlains-South,230.9142857142857,0.1628571428571428,134.3,-70.99999999999999,33.2,70.02857142857144,0.0,,70.02857142857144,1697.6,206.7,1.06,103.0,0.7999999999999999,1.5999999999999999,-0.09999999999999999
Winchelsea,163.60000000000002,0.1885714285714287,90.50000000000001,-87.99999999999999,33.400000000000006,57.942857142857136,0.0,,57.942857142857136,2574.9,143.90000000000003,1.11,62.39999999999999,-4.0,3.8999999999999995,0.8
Belmont,29.171428571428574,3.1085714285714325,23.900000000000016,-494.9999999999998,32.199999999999996,20.45714285714286,22.771428571428576,0.0,43.22857142857142,1607.3000000000002,362.8,1.3999999999999997,116.89999999999999,-1.8999999999999997,51.3,9.899999999999999
Geelong,53.17142857142857,4.142857142857163,-13.299999999999999,-526.9999999999999,42.00000000000001,7.57142857142857,8.942857142857141,113.37142857142858,129.8857142857143,1396.8,283.79999999999995,1.0999999999999999,101.7,-3.2999999999999994,48.60000000000001,1.4000000000000001
