shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"3-16-mjp-2.18.R","-37.8669497134963","144.976859197279","81","11775.63"
"3-16-mjp-2.18.R","-37.8665508858077","144.975676515176","82","11888.52"
"3-16-mjp-2.18.R","-37.8664664961973","144.975485576939","83","11907.73"
"3-16-mjp-2.18.R","-37.8655953559189","144.974088497129","84","12064.01"
"3-16-mjp-2.18.R","-37.8652068713272","144.97350803635","85","12130.82"
"3-16-mjp-2.18.R","-37.8651974726074","144.973485559199","86","12133.05"
"3-16-mjp-2.18.R","-37.8649576049854","144.973162479467","87","12171.98"
"3-16-mjp-2.18.R","-37.8645810591624","144.972752209622","88","12227.21"
"3-16-mjp-2.18.R","-37.8643801553038","144.972598574798","89","12253.30"
"3-16-mjp-2.18.R","-37.8641436129132","144.972468651927","90","12281.97"
"3-16-mjp-2.18.R","-37.8638729979162","144.972453334938","91","12312.09"
"3-16-mjp-2.18.R","-37.8633871826738","144.972500751577","92","12366.27"
"3-16-mjp-2.18.R","-37.86302766742","144.972556072953","93","12406.54"
"3-16-mjp-2.18.R","-37.8628841352951","144.972594107568","94","12422.85"
"3-16-mjp-2.18.R","-37.8626424996593","144.972691665206","95","12451.05"
"3-16-mjp-2.18.R","-37.8625534035873","144.972750941389","96","12462.24"
"3-16-mjp-2.18.R","-37.8624472709868","144.972867518746","97","12477.86"
"3-16-mjp-2.18.R","-37.862096950905","144.973456827027","98","12542.62"
"3-16-mjp-2.18.R","-37.8609934905875","144.975317088469","99","12746.89"
"3-16-mjp-2.18.R","-37.859969113835","144.977061466686","100","12937.74"
"3-16-mjp-2.18.R","-37.8595923346326","144.977685557803","101","13006.71"
"3-16-mjp-2.18.R","-37.8580859624973","144.980227302972","102","13285.73"
"3-16-mjp-2.18.R","-37.8568249274697","144.982364444002","103","13519.96"
"3-16-mjp-2.18.R","-37.8564919879425","144.982919090299","104","13581.13"
"3-16-mjp-2.18.R","-37.8550320417141","144.982390598523","105","13749.97"
"3-16-mjp-2.18.R","-37.852483788948","144.981459920935","106","14044.87"
"3-16-mjp-2.18.R","-37.8499267169789","144.980540909263","107","14340.43"
"3-16-mjp-2.18.R","-37.8478863813184","144.979801051765","108","14576.42"
"3-16-mjp-2.18.R","-37.8440050332974","144.978384192733","109","15025.58"
"3-16-mjp-2.18.R","-37.8414747672775","144.977453283875","110","15318.57"
"3-16-mjp-2.18.R","-37.8392893180295","144.976660734662","111","15571.35"
"3-16-mjp-2.18.R","-37.8360789845326","144.975487182783","112","15942.90"
"3-16-mjp-2.18.R","-37.8354418175812","144.975118269499","113","16020.81"
"3-16-mjp-2.18.R","-37.8351322412251","144.974933568837","114","16058.86"
"3-16-mjp-2.18.R","-37.8342814514201","144.9741955428","115","16173.54"
"3-16-mjp-2.18.R","-37.8341251968007","144.974018016607","116","16196.88"
"3-16-mjp-2.18.R","-37.8337643259869","144.973471127471","117","16259.47"
"3-16-mjp-2.18.R","-37.8331823837123","144.972646234957","118","16356.60"
"3-16-mjp-2.18.R","-37.8330903529193","144.972535130564","119","16370.74"
"3-16-mjp-2.18.R","-37.832943299047","144.972368721114","120","16392.67"
"3-16-mjp-2.18.R","-37.8328062305183","144.972258850588","121","16410.71"
"3-16-mjp-2.18.R","-37.8326867856479","144.972125773248","122","16428.40"
"3-16-mjp-2.18.R","-37.832275579154","144.97179616533","123","16482.52"
"3-16-mjp-2.18.R","-37.8321390971179","144.97172036745","124","16499.09"
"3-16-mjp-2.18.R","-37.8316942077978","144.971528032712","125","16551.36"
"3-16-mjp-2.18.R","-37.8313863875075","144.971445566776","126","16586.35"
"3-16-mjp-2.18.R","-37.8309076204287","144.971379145933","127","16639.91"
"3-16-mjp-2.18.R","-37.8298431703086","144.971317406286","128","16758.39"
"3-16-mjp-2.18.R","-37.8289330216259","144.971319611767","129","16859.60"
"3-16-mjp-2.18.R","-37.8286537891549","144.971327259801","130","16890.65"
"3-16-mjp-2.18.R","-37.8274389506331","144.971428701442","131","17026.03"
"3-16-mjp-2.18.R","-37.8270602442163","144.971416349966","132","17068.15"
"3-16-mjp-2.18.R","-37.8266811464447","144.971381286454","133","17110.42"
"3-16-mjp-2.18.R","-37.8261297320577","144.971282774516","134","17172.34"
"3-16-mjp-2.18.R","-37.8253597892506","144.97105391462","135","17260.28"
"3-16-mjp-2.18.R","-37.8250693964741","144.970936895724","136","17294.17"
"3-16-mjp-2.18.R","-37.8246425210376","144.970744088692","137","17344.57"
"3-16-mjp-2.18.R","-37.8214994950461","144.969296498885","138","17716.47"
"3-16-mjp-2.18.R","-37.8185836002742","144.967956398339","139","18061.40"
"3-16-mjp-2.18.R","-37.8184747264645","144.967913943663","140","18074.07"
"3-16-mjp-2.18.R","-37.817829706853","144.967613552413","141","18150.49"
"3-16-mjp-2.18.R","-37.8157131215422","144.966637871573","142","18400.97"
"3-16-mjp-2.18.R","-37.8154951769789","144.966541614874","143","18426.63"
"3-16-mjp-2.18.R","-37.8135328881069","144.965629912992","144","18659.06"
"3-16-mjp-2.18.R","-37.8127335588144","144.965265640874","145","18753.53"
"3-16-mjp-2.18.R","-37.8098722570578","144.963958419473","146","19091.78"
"3-16-mjp-2.18.R","-37.8095906691793","144.963829849592","147","19125.07"
"3-16-mjp-2.18.R","-37.8077736597573","144.962982443765","148","19340.39"
"3-16-mjp-2.18.R","-37.8073375688316","144.962778618168","149","19392.08"
"3-16-mjp-2.18.R","-37.8051362334608","144.963157141612","150","19639.11"
"3-16-mjp-2.18.R","-37.8026294258744","144.963589461282","151","19920.43"
"3-16-mjp-2.18.R","-37.8017758730189","144.963737839335","152","20016.23"
"3-16-mjp-2.18.R","-37.798766210446","144.964274777954","153","20354.20"
"3-16-mjp-2.2.H","-37.8568262281059","145.02924951887","1","0.00"
"3-16-mjp-2.2.H","-37.8566196199201","145.029289119881","2","23.24"
"3-16-mjp-2.2.H","-37.8540847516697","145.02967486661","3","307.13"
"3-16-mjp-2.2.H","-37.8518375592206","145.030018829628","4","558.82"
"3-16-mjp-2.2.H","-37.8516217525725","145.030047304715","5","582.95"
"3-16-mjp-2.2.H","-37.8507146274409","145.030230562641","6","685.09"
"3-16-mjp-2.2.H","-37.8496725749592","145.030428771184","7","802.26"
"3-16-mjp-2.2.H","-37.8477141971168","145.030799095309","8","1022.44"
"3-16-mjp-2.2.H","-37.8457378013455","145.031169876756","9","1244.60"
"3-16-mjp-2.2.H","-37.8439501872955","145.03151288798","10","1445.64"
"3-16-mjp-2.2.H","-37.8424855231137","145.031767747724","11","1610.04"
"3-16-mjp-2.2.H","-37.8400506718901","145.032207473827","12","1883.52"
"3-16-mjp-2.2.H","-37.8396823006701","145.032274081659","13","1924.90"
"3-16-mjp-2.2.H","-37.8385051239796","145.032475815588","14","2056.99"
"3-16-mjp-2.2.H","-37.8355669675525","145.032997035891","15","2386.89"
"3-16-mjp-2.2.H","-37.8334284166974","145.033371989536","16","2626.95"
"3-16-mjp-2.2.H","-37.8333385280844","145.033385739095","17","2637.02"
"3-16-mjp-2.2.H","-37.8313977676973","145.033732691917","18","2854.96"
"3-16-mjp-2.2.H","-37.828909043741","145.034185062999","19","3134.53"
"3-16-mjp-2.2.H","-37.8287382739345","145.034212318886","20","3153.67"
"3-16-mjp-2.2.H","-37.8260521316934","145.03471533698","21","3455.61"
"3-16-mjp-2.2.H","-37.8241654103448","145.03506077902","22","3667.58"
"3-16-mjp-2.2.H","-37.8227189352062","145.03532636165","23","3830.11"
"3-16-mjp-2.2.H","-37.8215421263765","145.035550700552","24","3962.44"
"3-16-mjp-2.2.H","-37.8213715453452","145.03558930551","25","3981.70"
"3-16-mjp-2.2.H","-37.820554103014","145.035747305536","26","4073.65"
"3-16-mjp-2.2.H","-37.8188920040943","145.036052654935","27","4260.41"
"3-16-mjp-2.2.H","-37.8168615275013","145.036424550773","28","4488.54"
"3-16-mjp-2.2.H","-37.8148312378174","145.036807778494","29","4716.79"
"3-16-mjp-2.2.H","-37.8121270574931","145.037311063358","30","5020.71"
"3-16-mjp-2.2.H","-37.8100967620292","145.0376942367","31","5248.97"
"3-16-mjp-2.2.H","-37.8099888565248","145.037708452415","32","5261.03"
"3-16-mjp-2.2.H","-37.8078958814904","145.038115977432","33","5496.50"
"3-16-mjp-2.4.H","-37.7993052870864","144.964180477179","1","0.00"
"3-16-mjp-2.4.H","-37.8017758730189","144.963737839335","2","277.46"
"3-16-mjp-2.4.H","-37.8023599862308","144.963642292799","3","342.95"
"3-16-mjp-2.4.H","-37.805693323167","144.963062327503","4","717.08"
"3-16-mjp-2.4.H","-37.8073375688316","144.962778618168","5","901.61"
"3-16-mjp-2.4.H","-37.8081733276719","144.963164555437","6","1000.53"
"3-16-mjp-2.4.H","-37.8095906691793","144.963829849592","7","1168.62"
"3-16-mjp-2.4.H","-37.8103990099123","144.964193844699","8","1264.02"
"3-16-mjp-2.4.H","-37.8132240832052","144.965490718864","9","1598.18"
"3-16-mjp-2.4.H","-37.8135328881069","144.965629912992","10","1634.63"
"3-16-mjp-2.4.H","-37.8163945654462","144.966959966795","11","1973.60"
"3-16-mjp-2.4.H","-37.8174572635564","144.967442008412","12","2099.13"
"3-16-mjp-2.4.H","-37.817829706853","144.967613552413","13","2143.20"
"3-16-mjp-2.4.H","-37.8184747264645","144.967913943663","14","2219.62"
"3-16-mjp-2.4.H","-37.8185836002742","144.967956398339","15","2232.29"
"3-16-mjp-2.4.H","-37.8218629284369","144.969468307645","16","2620.36"
"3-16-mjp-2.4.H","-37.8233162682196","144.970132847823","17","2792.18"
"3-16-mjp-2.4.H","-37.8241429980894","144.970519190968","18","2890.17"
"3-16-mjp-2.4.H","-37.8250693964741","144.970936895724","19","2999.52"
"3-16-mjp-2.4.H","-37.8253597892506","144.97105391462","20","3033.41"
"3-16-mjp-2.4.H","-37.8261297320577","144.971282774516","21","3121.35"
"3-16-mjp-2.4.H","-37.8266811464447","144.971381286454","22","3183.27"
"3-16-mjp-2.4.H","-37.8270602442163","144.971416349966","23","3225.54"
"3-16-mjp-2.4.H","-37.8274389506331","144.971428701442","24","3267.66"
"3-16-mjp-2.4.H","-37.8286537891549","144.971327259801","25","3403.04"
"3-16-mjp-2.4.H","-37.8287979091418","144.971323312442","26","3419.07"
"3-16-mjp-2.4.H","-37.8298431703086","144.971317406286","27","3535.30"
"3-16-mjp-2.4.H","-37.8309076204287","144.971379145933","28","3653.78"
"3-16-mjp-2.4.H","-37.8313863875075","144.971445566776","29","3707.34"
"3-16-mjp-2.4.H","-37.8316942077978","144.971528032712","30","3742.33"
"3-16-mjp-2.4.H","-37.8321390971179","144.97172036745","31","3794.60"
"3-16-mjp-2.4.H","-37.832275579154","144.97179616533","32","3811.17"
"3-16-mjp-2.4.H","-37.8326867856479","144.972125773248","33","3865.29"
"3-16-mjp-2.4.H","-37.8328062305183","144.972258850588","34","3882.98"
"3-16-mjp-2.4.H","-37.832943299047","144.972368721114","35","3901.02"
"3-16-mjp-2.4.H","-37.8331823837123","144.972646234957","36","3937.08"
"3-16-mjp-2.4.H","-37.8336905064403","144.973370885289","37","4022.19"
"3-16-mjp-2.4.H","-37.8337643259869","144.973471127471","38","4034.22"
"3-16-mjp-2.4.H","-37.8341251968007","144.974018016607","39","4096.81"
"3-16-mjp-2.4.H","-37.8342814514201","144.9741955428","40","4120.15"
"3-16-mjp-2.4.H","-37.8351322412251","144.974933568837","41","4234.83"
"3-16-mjp-2.4.H","-37.8357786115373","144.975313590253","42","4314.07"
"3-16-mjp-2.4.H","-37.8360789845326","144.975487182783","43","4350.79"
"3-16-mjp-2.4.H","-37.8388630366234","144.976501934709","44","4672.93"
"3-16-mjp-2.4.H","-37.8411755678078","144.977347821374","45","4940.58"
"3-16-mjp-2.4.H","-37.8445399877831","144.978574138143","46","5329.88"
"3-16-mjp-2.4.H","-37.84484838883","144.978690722744","47","5365.67"
"3-16-mjp-2.4.H","-37.84755977126","144.979673590698","48","5679.27"
"3-16-mjp-2.4.H","-37.8498722820968","144.980519664609","49","5946.92"
"3-16-mjp-2.4.H","-37.8502169063744","144.98064664144","50","5986.83"
"3-16-mjp-2.4.H","-37.8530189337906","144.981661267945","51","6310.89"
"3-16-mjp-2.4.H","-37.8553040198627","144.982485475092","52","6575.08"
"3-16-mjp-2.4.H","-37.8555307656251","144.98257021967","53","6601.37"
"3-16-mjp-2.4.H","-37.8564919879425","144.982919090299","54","6712.56"
"3-16-mjp-2.4.H","-37.856938714442","144.982168118172","55","6795.10"
"3-16-mjp-2.4.H","-37.8579020681794","144.980539210547","56","6973.78"
"3-16-mjp-2.4.H","-37.8601528030808","144.976738180724","57","7390.90"
"3-16-mjp-2.4.H","-37.8610459718752","144.975224718725","58","7556.78"
"3-16-mjp-2.4.H","-37.8623859798738","144.972971500208","59","7804.43"
"3-16-mjp-2.4.H","-37.8624472709868","144.972867518746","60","7815.82"
"3-16-mjp-2.4.H","-37.8625534035873","144.972750941389","61","7831.44"
"3-16-mjp-2.4.H","-37.8626424996593","144.972691665206","62","7842.63"
"3-16-mjp-2.4.H","-37.8628841352951","144.972594107568","63","7870.83"
"3-16-mjp-2.4.H","-37.86302766742","144.972556072953","64","7887.14"
"3-16-mjp-2.4.H","-37.8633871826738","144.972500751577","65","7927.41"
"3-16-mjp-2.4.H","-37.8638729979162","144.972453334938","66","7981.59"
"3-16-mjp-2.4.H","-37.8641436129132","144.972468651927","67","8011.71"
"3-16-mjp-2.4.H","-37.8643801553038","144.972598574798","68","8040.38"
"3-16-mjp-2.4.H","-37.8645810591624","144.972752209622","69","8066.47"
"3-16-mjp-2.4.H","-37.8649576049854","144.973162479467","70","8121.70"
"3-16-mjp-2.4.H","-37.8652068713272","144.97350803635","71","8162.79"
"3-16-mjp-2.4.H","-37.8653547074257","144.973719965744","72","8187.62"
"3-16-mjp-2.4.H","-37.8655953559189","144.974088497129","73","8229.60"
"3-16-mjp-2.4.H","-37.8664664961973","144.975485576939","74","8385.88"
"3-16-mjp-2.4.H","-37.8665508858077","144.975676515176","75","8405.09"
"3-16-mjp-2.4.H","-37.8669591115964","144.976881675411","76","8520.21"
"3-16-mjp-2.4.H","-37.867016671893","144.977084717906","77","8539.15"
"3-16-mjp-2.4.H","-37.8670366397235","144.977197847882","78","8549.32"
"3-16-mjp-2.4.H","-37.8671448990539","144.977729165617","79","8597.49"
"3-16-mjp-2.4.H","-37.8671307885254","144.977956903893","80","8617.54"
"3-16-mjp-2.4.H","-37.8670195471085","144.978300973195","81","8650.18"
"3-16-mjp-2.4.H","-37.866962544685","144.978654926816","82","8681.89"
"3-16-mjp-2.4.H","-37.866948432343","144.978882664433","83","8701.94"
"3-16-mjp-2.4.H","-37.8669407571968","144.97948535681","84","8754.86"
"3-16-mjp-2.4.H","-37.8671482050193","144.981071158311","85","8895.96"
"3-16-mjp-2.4.H","-37.8675407406715","144.983993309122","86","9156.16"
"3-16-mjp-2.4.H","-37.8678729397234","144.986553366267","87","9383.89"
"3-16-mjp-2.4.H","-37.8679243914237","144.986927101778","88","9417.20"
"3-16-mjp-2.4.H","-37.8679531630907","144.987028628595","89","9426.67"
"3-16-mjp-2.4.H","-37.8679551064193","144.987142253376","90","9436.64"
"3-16-mjp-2.4.H","-37.8681524738031","144.988671534989","91","9572.66"
"3-16-mjp-2.4.H","-37.8683394557264","144.990121532491","92","9701.63"
"3-16-mjp-2.4.H","-37.8683703589704","144.990348049444","93","9721.81"
"3-16-mjp-2.4.H","-37.8688600052274","144.994222571995","94","10066.24"
"3-16-mjp-2.4.H","-37.8691511185023","144.996499638185","95","10268.73"
"3-16-mjp-2.4.H","-37.8693073095638","144.997734518318","96","10378.51"
"3-16-mjp-2.4.H","-37.8694955332167","144.999264105871","97","10514.39"
"3-16-mjp-2.4.H","-37.8697779282817","145.001564184864","98","10718.72"
"3-16-mjp-2.4.H","-37.8702468830325","145.005303001953","99","11051.02"
"3-16-mjp-2.4.H","-37.8706336619178","145.008452933445","100","11330.84"
"3-16-mjp-2.4.H","-37.8711231022663","145.012350446765","101","11677.25"
"3-16-mjp-2.4.H","-37.8714244096868","145.014718333098","102","11887.78"
"3-16-mjp-2.4.H","-37.871788521819","145.017607502379","103","12144.59"
"3-16-mjp-2.4.H","-37.8722255548133","145.021085910507","104","12453.75"
"3-16-mjp-2.4.H","-37.872246054044","145.021233152282","105","12466.88"
"3-16-mjp-2.4.H","-37.8725192073274","145.02354502356","106","12672.06"
"3-16-mjp-2.4.H","-37.8726329832465","145.024417361133","107","12749.67"
"3-16-mjp-2.4.H","-37.872673973281","145.024711848604","108","12775.92"
"3-16-mjp-2.4.H","-37.8697096220418","145.02527985023","109","13109.29"
"3-16-mjp-2.4.H","-37.8680027274954","145.025598250329","110","13301.13"
"3-16-mjp-2.4.H","-37.865909832283","145.026006508082","111","13536.59"
"3-16-mjp-2.4.H","-37.8656133389992","145.026059890249","112","13569.89"
"3-16-mjp-2.4.H","-37.8663165403623","145.027689424292","113","13732.91"
"3-16-mjp-2.4.H","-37.8660468790108","145.027730717123","114","13763.12"
"3-16-mjp-2.4.H","-37.8652649180127","145.027853873091","115","13850.74"
"3-16-mjp-2.4.H","-37.8651211747106","145.027880440185","116","13866.89"
"3-16-mjp-2.4.H","-37.8649505985109","145.027919089896","117","13886.16"
"3-16-mjp-2.4.H","-37.8646539137078","145.027961101316","118","13919.35"
"3-16-mjp-2.4.H","-37.862479175638","145.028325982787","119","14163.29"
"3-16-mjp-2.4.H","-37.8623712728307","145.02834022555","120","14175.35"
"3-16-mjp-2.4.H","-37.8611580795665","145.028543059752","121","14311.42"
"3-16-mjp-2.4.H","-37.8590101705689","145.028895821088","122","14552.26"
"3-16-mjp-2.5.H","-37.8218629284369","144.969468307645","1","0.00"
"3-16-mjp-2.5.H","-37.8233162682196","144.970132847823","2","171.82"
"3-16-mjp-2.5.H","-37.8241429980894","144.970519190968","3","269.81"
"3-16-mjp-2.5.H","-37.8250693964741","144.970936895724","4","379.16"
"3-16-mjp-2.5.H","-37.8253597892506","144.97105391462","5","413.05"
"3-16-mjp-2.5.H","-37.8261297320577","144.971282774516","6","500.99"
"3-16-mjp-2.5.H","-37.8266811464447","144.971381286454","7","562.91"
"3-16-mjp-2.5.H","-37.8270602442163","144.971416349966","8","605.18"
"3-16-mjp-2.5.H","-37.8274389506331","144.971428701442","9","647.30"
"3-16-mjp-2.5.H","-37.8286537891549","144.971327259801","10","782.68"
"3-16-mjp-2.5.H","-37.8287979091418","144.971323312442","11","798.71"
"3-16-mjp-2.5.H","-37.8298431703086","144.971317406286","12","914.94"
"3-16-mjp-2.5.H","-37.8309076204287","144.971379145933","13","1033.42"
"3-16-mjp-2.5.H","-37.8313863875075","144.971445566776","14","1086.98"
"3-16-mjp-2.5.H","-37.8316942077978","144.971528032712","15","1121.96"
"3-16-mjp-2.5.H","-37.8321390971179","144.97172036745","16","1174.24"
"3-16-mjp-2.5.H","-37.832275579154","144.97179616533","17","1190.81"
"3-16-mjp-2.5.H","-37.8326867856479","144.972125773248","18","1244.93"
"3-16-mjp-2.5.H","-37.8328062305183","144.972258850588","19","1262.62"
"3-16-mjp-2.5.H","-37.832943299047","144.972368721114","20","1280.66"
"3-16-mjp-2.5.H","-37.8331823837123","144.972646234957","21","1316.72"
"3-16-mjp-2.5.H","-37.8336905064403","144.973370885289","22","1401.83"
"3-16-mjp-2.5.H","-37.8337643259869","144.973471127471","23","1413.86"
"3-16-mjp-2.5.H","-37.8341251968007","144.974018016607","24","1476.45"
"3-16-mjp-2.5.H","-37.8342814514201","144.9741955428","25","1499.79"
"3-16-mjp-2.5.H","-37.8351322412251","144.974933568837","26","1614.47"
"3-16-mjp-2.5.H","-37.8357786115373","144.975313590253","27","1693.71"
"3-16-mjp-2.5.H","-37.8360789845326","144.975487182783","28","1730.43"
"3-16-mjp-2.5.H","-37.8388630366234","144.976501934709","29","2052.57"
"3-16-mjp-2.5.H","-37.8411755678078","144.977347821374","30","2320.22"
"3-16-mjp-2.5.H","-37.8445399877831","144.978574138143","31","2709.52"
"3-16-mjp-2.5.H","-37.84484838883","144.978690722744","32","2745.31"
"3-16-mjp-2.5.H","-37.84755977126","144.979673590698","33","3058.91"
"3-16-mjp-2.5.H","-37.8498722820968","144.980519664609","34","3326.56"
"3-16-mjp-2.5.H","-37.8502169063744","144.98064664144","35","3366.47"
"3-16-mjp-2.5.H","-37.8530189337906","144.981661267945","36","3690.53"
"3-16-mjp-2.5.H","-37.8553040198627","144.982485475092","37","3954.72"
"3-16-mjp-2.5.H","-37.8555307656251","144.98257021967","38","3981.01"
"3-16-mjp-2.5.H","-37.8564919879425","144.982919090299","39","4092.20"
"3-16-mjp-2.5.H","-37.8571179844365","144.983163445459","40","4165.03"
"3-16-mjp-2.5.H","-37.8582691416786","144.983552619033","41","4297.52"
"3-16-mjp-2.5.H","-37.8609881334858","144.984456047971","42","4610.09"
"3-16-mjp-2.5.H","-37.8621030622745","144.984834879379","43","4738.44"
"3-16-mjp-2.5.H","-37.8636438719156","144.985349894515","44","4915.64"
"3-16-mjp-2.5.H","-37.8651214324242","144.985855284576","45","5085.82"
"3-16-mjp-2.5.H","-37.866734881439","144.986402464489","46","5271.55"
"3-16-mjp-2.5.H","-37.867744046556","144.986920642487","47","5392.63"
"3-16-mjp-2.5.H","-37.8679531630907","144.987028628595","48","5417.74"
"3-16-mjp-2.5.H","-37.8679551064193","144.987142253376","49","5427.72"
"3-16-mjp-2.5.H","-37.8681524738031","144.988671534989","50","5563.74"
"3-16-mjp-2.5.H","-37.8683394557264","144.990121532491","51","5692.71"
"3-16-mjp-2.5.H","-37.8683703589704","144.990348049444","52","5712.89"
"3-16-mjp-2.5.H","-37.8688600052274","144.994222571995","53","6057.32"
"3-16-mjp-2.5.H","-37.8691511185023","144.996499638185","54","6259.80"
"3-16-mjp-2.5.H","-37.8693073095638","144.997734518318","55","6369.58"
"3-16-mjp-2.5.H","-37.8694955332167","144.999264105871","56","6505.47"
"3-16-mjp-2.5.H","-37.8697779282817","145.001564184864","57","6709.79"
"3-16-mjp-2.5.H","-37.8702468830325","145.005303001953","58","7042.09"
"3-16-mjp-2.5.H","-37.8706336619178","145.008452933445","59","7321.91"
"3-16-mjp-2.5.H","-37.8711231022663","145.012350446765","60","7668.33"
"3-16-mjp-2.5.H","-37.8714244096868","145.014718333098","61","7878.85"
"3-16-mjp-2.5.H","-37.871788521819","145.017607502379","62","8135.66"
"3-16-mjp-2.5.H","-37.8722255548133","145.021085910507","63","8444.83"
"3-16-mjp-2.5.H","-37.872246054044","145.021233152282","64","8457.95"
"3-16-mjp-2.5.H","-37.8725192073274","145.02354502356","65","8663.14"
"3-16-mjp-2.5.H","-37.8726329832465","145.024417361133","66","8740.74"
"3-16-mjp-2.5.H","-37.872673973281","145.024711848604","67","8766.99"
"3-16-mjp-2.5.H","-37.8697096220418","145.02527985023","68","9100.36"
"3-16-mjp-2.5.H","-37.8680027274954","145.025598250329","69","9292.21"
"3-16-mjp-2.5.H","-37.865909832283","145.026006508082","70","9527.67"
"3-16-mjp-2.5.H","-37.8656133389992","145.026059890249","71","9560.97"
"3-16-mjp-2.5.H","-37.8663165403623","145.027689424292","72","9723.99"
"3-16-mjp-2.5.H","-37.8660468790108","145.027730717123","73","9754.19"
"3-16-mjp-2.5.H","-37.8652649180127","145.027853873091","74","9841.81"
"3-16-mjp-2.5.H","-37.8651211747106","145.027880440185","75","9857.96"
"3-16-mjp-2.5.H","-37.8649505985109","145.027919089896","76","9877.23"
"3-16-mjp-2.5.H","-37.8646539137078","145.027961101316","77","9910.43"
"3-16-mjp-2.5.H","-37.862479175638","145.028325982787","78","10154.36"
"3-16-mjp-2.5.H","-37.8623712728307","145.02834022555","79","10166.42"
"3-16-mjp-2.5.H","-37.8611580795665","145.028543059752","80","10302.49"
"3-16-mjp-2.5.H","-37.8590101705689","145.028895821088","81","10543.33"
"3-16-mjp-2.5.H","-37.8568262281059","145.02924951887","82","10788.15"
"3-16-mjp-2.5.H","-37.8566196199201","145.029289119881","83","10811.39"
"3-16-mjp-2.5.H","-37.8540847516697","145.02967486661","84","11095.28"
"3-16-mjp-2.5.H","-37.8518375592206","145.030018829628","85","11346.97"
"3-16-mjp-2.5.H","-37.8516217525725","145.030047304715","86","11371.10"
"3-16-mjp-2.5.H","-37.8507146274409","145.030230562641","87","11473.24"
"3-16-mjp-2.5.H","-37.8496725749592","145.030428771184","88","11590.41"
"3-16-mjp-2.5.H","-37.8477141971168","145.030799095309","89","11810.59"
"3-16-mjp-2.5.H","-37.8457378013455","145.031169876756","90","12032.75"
"3-16-mjp-2.5.H","-37.8439501872955","145.03151288798","91","12233.79"
"3-16-mjp-2.5.H","-37.8424855231137","145.031767747724","92","12398.19"
"3-16-mjp-2.5.H","-37.8400506718901","145.032207473827","93","12671.67"
"3-16-mjp-2.5.H","-37.8396823006701","145.032274081659","94","12713.05"
"3-16-mjp-2.5.H","-37.8385051239796","145.032475815588","95","12845.14"
"3-16-mjp-2.5.H","-37.8355669675525","145.032997035891","96","13175.04"
"3-16-mjp-2.5.H","-37.8334284166974","145.033371989536","97","13415.10"
"3-16-mjp-2.5.H","-37.8333385280844","145.033385739095","98","13425.17"
"3-16-mjp-2.5.H","-37.8313977676973","145.033732691917","99","13643.11"
"3-16-mjp-2.5.H","-37.828909043741","145.034185062999","100","13922.68"
"3-16-mjp-2.5.H","-37.8287382739345","145.034212318886","101","13941.82"
"3-16-mjp-2.5.H","-37.8260521316934","145.03471533698","102","14243.76"
"3-16-mjp-2.5.H","-37.8241654103448","145.03506077902","103","14455.73"
"3-16-mjp-2.5.H","-37.8227189352062","145.03532636165","104","14618.26"
"3-16-mjp-2.5.H","-37.8215421263765","145.035550700552","105","14750.59"
"3-16-mjp-2.5.H","-37.8213715453452","145.03558930551","106","14769.86"
"3-16-mjp-2.5.H","-37.820554103014","145.035747305536","107","14861.80"
"3-16-mjp-2.5.H","-37.8188920040943","145.036052654935","108","15048.56"
"3-16-mjp-2.5.H","-37.8168615275013","145.036424550773","109","15276.69"
"3-16-mjp-2.5.H","-37.8148312378174","145.036807778494","110","15504.94"
"3-16-mjp-2.5.H","-37.8121270574931","145.037311063358","111","15808.87"
"3-16-mjp-2.5.H","-37.8100967620292","145.0376942367","112","16037.12"
"3-16-mjp-2.5.H","-37.8099888565248","145.037708452415","113","16049.18"
"3-16-mjp-2.5.H","-37.8078958814904","145.038115977432","114","16284.65"
"3-16-mjp-2.6.H","-37.817829706853","144.967613552413","1","0.00"
"3-16-mjp-2.6.H","-37.8184747264645","144.967913943663","2","76.42"
"3-16-mjp-2.6.H","-37.8185836002742","144.967956398339","3","89.09"
"3-16-mjp-2.6.H","-37.8218629284369","144.969468307645","4","477.16"
"3-16-mjp-2.6.H","-37.8233162682196","144.970132847823","5","648.99"
"3-16-mjp-2.6.H","-37.8241429980894","144.970519190968","6","746.98"
"3-16-mjp-2.6.H","-37.8250693964741","144.970936895724","7","856.33"
"3-16-mjp-2.6.H","-37.8253597892506","144.97105391462","8","890.21"
"3-16-mjp-2.6.H","-37.8261297320577","144.971282774516","9","978.16"
"3-16-mjp-2.6.H","-37.8266811464447","144.971381286454","10","1040.08"
"3-16-mjp-2.6.H","-37.8270602442163","144.971416349966","11","1082.34"
"3-16-mjp-2.6.H","-37.8274389506331","144.971428701442","12","1124.47"
"3-16-mjp-2.6.H","-37.8286537891549","144.971327259801","13","1259.85"
"3-16-mjp-2.6.H","-37.8287979091418","144.971323312442","14","1275.87"
"3-16-mjp-2.6.H","-37.8298431703086","144.971317406286","15","1392.10"
"3-16-mjp-2.6.H","-37.8309076204287","144.971379145933","16","1510.59"
"3-16-mjp-2.6.H","-37.8313863875075","144.971445566776","17","1564.14"
