route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
"3-109-mjp-1","","109","Port Melbourne - Box Hill","0","E87722","000000"
"3-109-mjp-2","","109","Port Melbourne - Box Hill","0","E87722","000000"
"3-109-mjp-3","","109","Port Melbourne - Box Hill","0","E87722","000000"
"3-109-mjp-4","","109","Port Melbourne - Box Hill","0","E87722","000000"
"3-109-mjp-5","","109","Port Melbourne - Box Hill","0","E87722","000000"
"3-11-mjp-1","","11","Victoria Harbour Docklands - West Preston","0","6ECEB2","000000"
"3-11-mjp-2","","11","Victoria Harbour Docklands - West Preston","0","6ECEB2","000000"
"3-11-mjp-3","","11","Victoria Harbour Docklands - West Preston","0","6ECEB2","000000"
"3-11-mjp-4","","11","Victoria Harbour Docklands - West Preston","0","6ECEB2","000000"
"3-11-mjp-5","","11","Victoria Harbour Docklands - West Preston","0","6ECEB2","000000"
"3-12-mjp-1","","12","St Kilda (Fitzroy St) - Victoria Gardens","0","007E92","FFFFFF"
"3-12-mjp-2","","12","St Kilda (Fitzroy St) - Victoria Gardens","0","007E92","FFFFFF"
"3-12-mjp-3","","12","St Kilda (Fitzroy St) - Victoria Gardens","0","007E92","FFFFFF"
"3-12-mjp-4","","12","St Kilda (Fitzroy St) - Victoria Gardens","0","007E92","FFFFFF"
"3-12-mjp-5","","12","St Kilda (Fitzroy St) - Victoria Gardens","0","007E92","FFFFFF"
"3-16-mjp-1","","16","Melbourne University - Kew via St Kilda Beach","0","FBD872","000000"
"3-16-mjp-2","","16","Melbourne University - Kew via St Kilda Beach","0","FBD872","000000"
"3-16-mjp-3","","16","Melbourne University - Kew via St Kilda Beach","0","FBD872","000000"
"3-16-mjp-4","","16","Melbourne University - Kew via St Kilda Beach","0","FBD872","000000"
"3-16-mjp-5","","16","Melbourne University - Kew via St Kilda Beach","0","FBD872","000000"
"3-19-mjp-1","","19","Flinders Street Station, City - North Coburg","0","8A1B61","FFFFFF"
"3-19-mjp-2","","19","Flinders Street Station, City - North Coburg","0","8A1B61","FFFFFF"
"3-19-mjp-3","","19","Flinders Street Station, City - North Coburg","0","8A1B61","FFFFFF"
"3-19-mjp-4","","19","Flinders Street Station, City - North Coburg","0","8A1B61","FFFFFF"
"3-19-mjp-5","","19","Flinders Street Station, City - North Coburg","0","8A1B61","FFFFFF"
"3-1-mjp-1","","1","South Melbourne Beach - East Coburg","0","B5BD00","000000"
"3-1-mjp-2","","1","South Melbourne Beach - East Coburg","0","B5BD00","000000"
"3-1-mjp-3","","1","South Melbourne Beach - East Coburg","0","B5BD00","000000"
"3-1-mjp-4","","1","South Melbourne Beach - East Coburg","0","B5BD00","000000"
"3-1-mjp-5","","1","South Melbourne Beach - East Coburg","0","B5BD00","000000"
"3-30-mjp-1","","30","Central Pier Docklands - St Vincents Plaza","0","534F96","FFFFFF"
"3-30-mjp-2","","30","Central Pier Docklands - St Vincents Plaza","0","534F96","FFFFFF"
"3-30-mjp-3","","30","Central Pier Docklands - St Vincents Plaza","0","534F96","FFFFFF"
"3-30-mjp-4","","30","Central Pier Docklands - St Vincents Plaza","0","534F96","FFFFFF"
"3-30-mjp-5","","30","Central Pier Docklands - St Vincents Plaza","0","534F96","FFFFFF"
"3-35-mjp-1","","35","Clockwise - Clockwise","0","6B3529","FFFFFF"
"3-35-mjp-2","","35","Clockwise - Clockwise","0","6B3529","FFFFFF"
