region,year,median
Diggers Rest,2004,195.0
Melton West,2004,195.0
Rockbank - Mount Cottrell,2004,195.0
Taylors Hill,2004,195.0
Burnside,2004,195.0
Burnside Heights,2004,195.0
Caroline Springs,2004,195.0
Brookfield,2004,195.0
Cobblebank - Strathtulloh,2004,195.0
Eynesbury - Exford,2004,195.0
Fraser Rise - Plumpton,2004,195.0
Hillside,2004,195.0
Kurunjang - Toolern Vale,2004,195.0
Melton,2004,195.0
Melton South - Weir Views,2004,195.0
Irymple,2004,170.0
Merbein,2004,170.0
Mildura Surrounds,2004,170.0
Red Cliffs,2004,170.0
Mildura - North,2004,170.0
Mildura - South,2004,170.0
Kilmore - Broadford,2004,180.0
Nagambie,2004,180.0
Seymour,2004,180.0
Seymour Surrounds,2004,180.0
Yea,2004,180.0
Wallan,2004,180.0
Cobram,2004,150.0
Moira,2004,150.0
Numurkah,2004,150.0
Yarrawonga,2004,150.0
Hughesdale,2004,240.0
Ashwood - Chadstone,2004,240.0
Glen Waverley - East,2004,240.0
Glen Waverley - West,2004,240.0
Mount Waverley - North,2004,240.0
Mount Waverley - South,2004,240.0
Mulgrave,2004,240.0
Oakleigh - Huntingdale,2004,240.0
Wheelers Hill,2004,240.0
Clayton (North) - Notting Hill,2004,240.0
Clayton - Central,2004,240.0
Ascot Vale,2004,210.0
Flemington,2004,210.0
Moonee Ponds,2004,210.0
Essendon (West) - Aberfeldie,2004,210.0
Essendon - East,2004,210.0
Airport West,2004,210.0
Essendon Airport,2004,210.0
Niddrie - Essendon West,2004,210.0
Strathmore,2004,210.0
Avondale Heights,2004,210.0
Keilor East,2004,210.0
Bacchus Marsh Surrounds,2004,178.0
Bacchus Marsh,2004,178.0
Castlemaine,2004,175.0
Glenelg (Vic.),2004,180.0
Southern Grampians,2004,180.0
Moyne - West,2004,180.0
Warrnambool - North,2004,180.0
Warrnambool - South,2004,180.0
Alexandra,2004,170.0
Euroa,2004,170.0
Mansfield (Vic.),2004,170.0
Kinglake,2004,170.0
St Arnaud,2004,125.0
Stawell,2004,125.0
Yarriambiack,2004,125.0
Foster,2004,153.0
Wilsons Promontory,2004,153.0
Churchill,2004,153.0
Hamilton (Vic.),2004,170.0
Armadale,2004,260.0
Prahran - Windsor,2004,260.0
Toorak,2004,260.0
South Yarra - North,2004,260.0
South Yarra - South,2004,260.0
Malvern - Glen Iris,2004,260.0
Malvern East,2004,260.0
Winchelsea,2004,220.0
Lorne - Anglesea,2004,220.0
Torquay,2004,220.0
Robinvale,2004,165.0
Swan Hill,2004,165.0
Towong,2004,135.0
Wangaratta,2004,155.0
Wangaratta Surrounds,2004,155.0
Alps - West,2004,140.0
Maffra,2004,140.0
Rosedale,2004,140.0
Sale,2004,140.0
Yarram,2004,140.0
Blackburn,2004,235.0
Blackburn South,2004,235.0
Box Hill,2004,235.0
Box Hill North,2004,235.0
Burwood (Vic.),2004,235.0
Burwood East,2004,235.0
Surrey Hills (East) - Mont Albert,2004,235.0
Forest Hill,2004,235.0
Mitcham (Vic.),2004,235.0
Vermont South,2004,235.0
Bundoora - North,2004,205.0
Bundoora - West,2004,205.0
Mill Park - North,2004,205.0
Mill Park - South,2004,205.0
Thomastown,2004,205.0
Whittlesea,2004,205.0
Epping - East,2004,205.0
Epping - South,2004,205.0
Epping (Vic.) - West,2004,205.0
South Morang - North,2004,205.0
South Morang - South,2004,205.0
Wollert,2004,205.0
Doreen - North,2004,205.0
Doreen - South,2004,205.0
Lalor - East,2004,205.0
Lalor - West,2004,205.0
Mernda - North,2004,205.0
Mernda - South,2004,205.0
West Wodonga,2004,190.0
Baranduda - Leneva,2004,190.0
Wodonga,2004,190.0
Hoppers Crossing - North,2004,190.0
Hoppers Crossing - South,2004,190.0
Werribee - South,2004,190.0
Point Cook - East,2004,190.0
Point Cook - South,2004,190.0
Werribee - East,2004,190.0
Werribee - West,2004,190.0
Manor Lakes - Quandong,2004,190.0
Point Cook - North East,2004,190.0
Point Cook - North West,2004,190.0
Tarneit (West) - Mount Cottrell,2004,190.0
Tarneit - Central,2004,190.0
Tarneit - North,2004,190.0
Tarneit - South,2004,190.0
Truganina - North,2004,190.0
Truganina - South East,2004,190.0
Truganina - South West,2004,190.0
Wyndham Vale - North,2004,190.0
Wyndham Vale - South,2004,190.0
Abbotsford,2004,270.0
Collingwood,2004,270.0
Fitzroy,2004,270.0
Fitzroy North,2004,270.0
Clifton Hill - Alphington,2004,270.0
Richmond (South) - Cremorne,2004,270.0
Richmond - North,2004,270.0
Upper Yarra Valley,2004,200.0
Chirnside Park,2004,200.0
Healesville - Yarra Glen,2004,200.0
Kilsyth,2004,200.0
Lilydale - Coldstream,2004,200.0
Monbulk - Silvan,2004,200.0
Montrose,2004,200.0
Mooroolbark,2004,200.0
Mount Dandenong - Olinda,2004,200.0
Mount Evelyn,2004,200.0
Upwey - Tecoma,2004,200.0
Wandin - Seville,2004,200.0
Yarra Valley,2004,200.0
Bright - Mount Beauty,2005,166.0
Myrtleford,2005,166.0
Yackandandah,2005,166.0
Avoca,2005,140.0
Beaufort,2005,140.0
Ararat,2005,140.0
Ararat Surrounds,2005,140.0
Alfredton,2005,180.0
Ballarat,2005,180.0
Buninyong,2005,180.0
Delacombe,2005,180.0
Wendouree - Miners Rest,2005,180.0
Ballarat East - Warrenheip,2005,180.0
Ballarat North - Invermay,2005,180.0
Canadian - Mount Clear,2005,180.0
Sebastopol - Redan,2005,180.0
Creswick - Clunes,2005,180.0
Gordon (Vic.),2005,180.0
Bundoora - East,2005,240.0
Greensborough,2005,240.0
Heidelberg - Rosanna,2005,240.0
Heidelberg West,2005,240.0
Ivanhoe,2005,240.0
Ivanhoe East - Eaglemont,2005,240.0
Montmorency - Briar Hill,2005,240.0
Viewbank - Yallambie,2005,240.0
Watsonia,2005,240.0
Korumburra,2005,165.0
Phillip Island,2005,165.0
Wonthaggi - Inverloch,2005,165.0
Drouin,2005,180.0
Mount Baw Baw Region,2005,180.0
Trafalgar (Vic.),2005,180.0
Warragul,2005,180.0
Leongatha,2005,180.0
Moe - Newborough,2005,180.0
Yallourn North - Glengarry,2005,180.0
Ashburton (Vic.),2005,270.0
Balwyn,2005,270.0
Balwyn North,2005,270.0
Camberwell,2005,270.0
Glen Iris - East,2005,270.0
Hawthorn East,2005,270.0
Kew East,2005,270.0
Surrey Hills (West) - Canterbury,2005,270.0
Hawthorn - North,2005,270.0
Hawthorn - South,2005,270.0
Kew - South,2005,270.0
Kew - West,2005,270.0
Bulleen,2005,270.0
Doncaster,2005,270.0
Keilor,2005,190.0
Ardeer - Albion,2005,190.0
Cairnlea,2005,190.0
Delahey,2005,190.0
Keilor Downs,2005,190.0
Kings Park (Vic.),2005,190.0
St Albans - North,2005,190.0
St Albans - South,2005,190.0
Sunshine,2005,190.0
Sunshine North,2005,190.0
Sunshine West,2005,190.0
Sydenham,2005,190.0
Taylors Lakes,2005,190.0
Deer Park,2005,190.0
Derrimut,2005,190.0
Echuca,2005,170.0
Kyabram,2005,170.0
Lockington - Gunbower,2005,170.0
Rochester,2005,170.0
Rushworth,2005,170.0
Belgrave - Selby,2005,195.0
Emerald - Cockatoo,2005,195.0
Beaconsfield - Officer,2005,195.0
Bunyip - Garfield,2005,195.0
Koo Wee Rup,2005,195.0
Pakenham - North East,2005,195.0
Pakenham - North West,2005,195.0
Pakenham - South East,2005,195.0
Pakenham - South West,2005,195.0
Berwick - North,2005,210.0
Doveton,2005,210.0
Hallam,2005,210.0
Narre Warren North,2005,210.0
Endeavour Hills - North,2005,210.0
Endeavour Hills - South,2005,210.0
Narre Warren - North East,2005,210.0
Narre Warren - South West,2005,210.0
Berwick - South East,2005,210.0
Berwick - South West,2005,210.0
Cranbourne,2005,210.0
Cranbourne South,2005,210.0
Cranbourne West,2005,210.0
Lynbrook - Lyndhurst,2005,210.0
Pearcedale - Tooradin,2005,210.0
Narre Warren South - East,2005,210.0
Narre Warren South - West,2005,210.0
Clyde North - North,2005,210.0
Clyde North - South,2005,210.0
Cranbourne East - North,2005,210.0
Cranbourne East - South,2005,210.0
Cranbourne North - East,2005,210.0
Cranbourne North - West,2005,210.0
Hampton Park - East,2005,210.0
Hampton Park - West,2005,210.0
Maryborough (Vic.),2005,138.0
Maryborough Surrounds,2005,138.0
Castlemaine Surrounds,2005,138.0
Colac,2005,180.0
Colac Surrounds,2005,180.0
Otway,2005,180.0
Camperdown,2005,150.0
Corangamite - North,2005,150.0
Corangamite - South,2005,150.0
Moyne - East,2005,150.0
Alphington - Fairfield,2005,200.0
Thornbury,2005,200.0
Northcote - East,2005,200.0
Northcote - West,2005,200.0
Kingsbury,2005,200.0
Preston - East,2005,200.0
Preston - West,2005,200.0
Reservoir - North East,2005,200.0
Reservoir - North West,2005,200.0
Reservoir - South East,2005,200.0
Reservoir - South West,2005,200.0
Alps - East,2005,170.0
Bairnsdale,2005,170.0
Bruthen - Omeo,2005,170.0
Lake King,2005,170.0
Lakes Entrance,2005,170.0
Orbost,2005,170.0
Paynesville,2005,170.0
Longford - Loch Sport,2005,170.0
Carrum Downs,2005,191.0
Frankston,2005,191.0
Frankston North,2005,191.0
Frankston South,2005,191.0
Langwarrin,2005,191.0
Seaford (Vic.),2005,191.0
Skye - Sandhurst,2005,191.0
Buloke,2005,127.0
Gannawarra,2005,127.0
Kerang,2005,127.0
Swan Hill Surrounds,2005,127.0
Bentleigh - McKinnon,2005,240.0
Carnegie,2005,240.0
Caulfield - North,2005,240.0
Caulfield - South,2005,240.0
Elsternwick,2005,240.0
Murrumbeena,2005,240.0
Ormond - Glen Huntly,2005,240.0
Bentleigh East - North,2005,240.0
Bentleigh East - South,2005,240.0
Bendigo,2005,190.0
California Gully - Eaglehawk,2005,190.0
East Bendigo - Kennington,2005,190.0
Flora Hill - Spring Gully,2005,190.0
Kangaroo Flat - Golden Square,2005,190.0
Maiden Gully,2005,190.0
Strathfieldsaye,2005,190.0
White Hills - Ascot,2005,190.0
Bendigo Surrounds - South,2005,190.0
Heathcote,2005,190.0
Bendigo Surrounds - North,2005,190.0
Dandenong North,2005,175.0
Noble Park North,2005,175.0
Springvale,2005,175.0
Springvale South,2005,175.0
Noble Park - East,2005,175.0
Noble Park - West,2005,175.0
Dandenong - North,2005,175.0
Dandenong - South,2005,175.0
Keysborough - North,2005,175.0
Keysborough - South,2005,175.0
Belmont,2005,190.0
Geelong,2005,190.0
Geelong West - Hamlyn Heights,2005,190.0
Highton,2005,190.0
Lara,2005,190.0
Leopold,2005,190.0
Newcomb - Moolap,2005,190.0
Newtown (Vic.),2005,190.0
North Geelong - Bell Park,2005,190.0
Charlemont,2005,190.0
Corio - Lovely Banks,2005,190.0
Grovedale - Mount Duneed,2005,190.0
Norlane,2005,190.0
Clifton Springs,2005,190.0
Portarlington,2005,190.0
Point Lonsdale - Queenscliff,2005,190.0
Barwon Heads - Armstrong Creek,2005,190.0
Ocean Grove,2005,190.0
Benalla Surrounds,2005,180.0
Mooroopna,2005,180.0
Shepparton - North,2005,180.0
Shepparton Surrounds - East,2005,180.0
Shepparton Surrounds - West,2005,180.0
Kialla,2005,180.0
Shepparton - South East,2005,180.0
Daylesford,2005,180.0
Nhill Region,2005,130.0
Altona,2005,220.0
Altona Meadows,2005,220.0
Altona North,2005,220.0
Newport,2005,220.0
Seabrook,2005,220.0
Williamstown,2005,220.0
Laverton,2005,220.0
Horsham,2005,160.0
Horsham Surrounds,2005,160.0
Sunbury,2005,205.0
Sunbury - South,2005,205.0
Sunbury - West,2005,205.0
Broadmeadows,2005,205.0
Campbellfield - Coolaroo,2005,205.0
Gladstone Park - Westmeadows,2005,205.0
Greenvale - Bulla,2005,205.0
Meadow Heights,2005,205.0
Melbourne Airport,2005,205.0
Tullamarine,2005,205.0
Craigieburn - Central,2005,205.0
Craigieburn - North,2005,205.0
Craigieburn - South,2005,205.0
Mickleham - Yuroke,2005,205.0
Craigieburn - North West,2005,205.0
Craigieburn - West,2005,205.0
Roxburgh Park (South) - Somerton,2005,205.0
Roxburgh Park - North,2005,205.0
Rutherglen,2005,185.0
Beechworth,2005,185.0
Chiltern - Indigo Valley,2005,185.0
Bayswater,2005,230.0
Knoxfield - Scoresby,2005,230.0
Lysterfield,2005,230.0
Rowville - Central,2005,230.0
Rowville - North,2005,230.0
Rowville - South,2005,230.0
Wantirna,2005,230.0
Wantirna South,2005,230.0
Boronia,2005,230.0
Ferntree Gully - North,2005,230.0
Ferntree Gully (South) - Upper Ferntree Gully,2005,230.0
The Basin,2005,230.0
Kyneton,2005,210.0
Woodend,2005,210.0
Gisborne,2005,210.0
Macedon,2005,210.0
Riddells Creek,2005,210.0
Romsey,2005,210.0
Templestowe,2005,280.0
Templestowe Lower,2005,280.0
Doncaster East - North,2005,280.0
Doncaster East - South,2005,280.0
Donvale - Park Orchards,2005,280.0
Warrandyte - Wonga Park,2005,280.0
Nunawading,2005,280.0
Braybrook,2005,200.0
Footscray,2005,200.0
Maribyrnong,2005,200.0
Seddon - Kingsville,2005,200.0
West Footscray - Tottenham,2005,200.0
Yarraville,2005,200.0
Bayswater North,2005,215.0
Croydon Hills - Warranwood,2005,215.0
Ringwood,2005,215.0
Ringwood East,2005,215.0
Ringwood North,2005,215.0
Croydon - East,2005,215.0
Croydon - West,2005,215.0
Croydon South,2005,215.0
Vermont,2005,215.0
Carlton,2005,320.0
Docklands,2005,320.0
East Melbourne,2005,320.0
Flemington Racecourse,2005,320.0
Kensington (Vic.),2005,320.0
Parkville,2005,320.0
South Yarra - West,2005,320.0
Melbourne CBD - East,2005,320.0
Melbourne CBD - North,2005,320.0
Melbourne CBD - West,2005,320.0
North Melbourne,2005,320.0
Royal Botanic Gardens Victoria,2005,320.0
Southbank (West) - South Wharf,2005,320.0
Southbank - East,2005,320.0
West Melbourne - Residential,2005,320.0
Carlton North - Princes Hill,2005,320.0
Diggers Rest,2005,210.0
Melton West,2005,210.0
Rockbank - Mount Cottrell,2005,210.0
Taylors Hill,2005,210.0
Burnside,2005,210.0
Burnside Heights,2005,210.0
Caroline Springs,2005,210.0
Brookfield,2005,210.0
Cobblebank - Strathtulloh,2005,210.0
Eynesbury - Exford,2005,210.0
Fraser Rise - Plumpton,2005,210.0
Hillside,2005,210.0
Kurunjang - Toolern Vale,2005,210.0
Melton,2005,210.0
Melton South - Weir Views,2005,210.0
Irymple,2005,175.0
Merbein,2005,175.0
Mildura Surrounds,2005,175.0
Red Cliffs,2005,175.0
Mildura - North,2005,175.0
Mildura - South,2005,175.0
Kilmore - Broadford,2005,180.0
Nagambie,2005,180.0
Seymour,2005,180.0
Seymour Surrounds,2005,180.0
Yea,2005,180.0
Wallan,2005,180.0
Cobram,2005,160.0
Moira,2005,160.0
Numurkah,2005,160.0
Yarrawonga,2005,160.0
Hughesdale,2005,250.0
Ashwood - Chadstone,2005,250.0
Glen Waverley - East,2005,250.0
Glen Waverley - West,2005,250.0
Mount Waverley - North,2005,250.0
Mount Waverley - South,2005,250.0
Mulgrave,2005,250.0
Oakleigh - Huntingdale,2005,250.0
Wheelers Hill,2005,250.0
Clayton (North) - Notting Hill,2005,250.0
Clayton - Central,2005,250.0
Ascot Vale,2005,230.0
Flemington,2005,230.0
Moonee Ponds,2005,230.0
Essendon (West) - Aberfeldie,2005,230.0
Essendon - East,2005,230.0
Airport West,2005,230.0
Essendon Airport,2005,230.0
Niddrie - Essendon West,2005,230.0
Strathmore,2005,230.0
Avondale Heights,2005,230.0
Keilor East,2005,230.0
Bacchus Marsh Surrounds,2005,180.0
Bacchus Marsh,2005,180.0
Castlemaine,2005,183.0
Glenelg (Vic.),2005,180.0
Southern Grampians,2005,180.0
Moyne - West,2005,180.0
Warrnambool - North,2005,180.0
Warrnambool - South,2005,180.0
Alexandra,2005,170.0
Euroa,2005,170.0
Mansfield (Vic.),2005,170.0
Kinglake,2005,170.0
St Arnaud,2005,130.0
Stawell,2005,130.0
Yarriambiack,2005,130.0
Foster,2005,160.0
Wilsons Promontory,2005,160.0
Churchill,2005,160.0
Hamilton (Vic.),2005,180.0
Armadale,2005,261.0
Prahran - Windsor,2005,261.0
Toorak,2005,261.0
South Yarra - North,2005,261.0
South Yarra - South,2005,261.0
Malvern - Glen Iris,2005,261.0
Malvern East,2005,261.0
Winchelsea,2005,250.0
Lorne - Anglesea,2005,250.0
Torquay,2005,250.0
Robinvale,2005,160.0
Swan Hill,2005,160.0
Towong,2005,130.0
Wangaratta,2005,170.0
Wangaratta Surrounds,2005,170.0
Alps - West,2005,150.0
Maffra,2005,150.0
Rosedale,2005,150.0
Sale,2005,150.0
Yarram,2005,150.0
Blackburn,2005,245.0
Blackburn South,2005,245.0
Box Hill,2005,245.0
Box Hill North,2005,245.0
Burwood (Vic.),2005,245.0
Burwood East,2005,245.0
Surrey Hills (East) - Mont Albert,2005,245.0
Forest Hill,2005,245.0
Mitcham (Vic.),2005,245.0
Vermont South,2005,245.0
Bundoora - North,2005,215.0
Bundoora - West,2005,215.0
Mill Park - North,2005,215.0
Mill Park - South,2005,215.0
Thomastown,2005,215.0
Whittlesea,2005,215.0
Epping - East,2005,215.0
Epping - South,2005,215.0
Epping (Vic.) - West,2005,215.0
South Morang - North,2005,215.0
South Morang - South,2005,215.0
Wollert,2005,215.0
Doreen - North,2005,215.0
Doreen - South,2005,215.0
Lalor - East,2005,215.0
Lalor - West,2005,215.0
Mernda - North,2005,215.0
Mernda - South,2005,215.0
West Wodonga,2005,203.0
Baranduda - Leneva,2005,203.0
Wodonga,2005,203.0
Hoppers Crossing - North,2005,200.0
Hoppers Crossing - South,2005,200.0
Werribee - South,2005,200.0
Point Cook - East,2005,200.0
Point Cook - South,2005,200.0
Werribee - East,2005,200.0
Werribee - West,2005,200.0
Manor Lakes - Quandong,2005,200.0
Point Cook - North East,2005,200.0
Point Cook - North West,2005,200.0
Tarneit (West) - Mount Cottrell,2005,200.0
Tarneit - Central,2005,200.0
Tarneit - North,2005,200.0
Tarneit - South,2005,200.0
Truganina - North,2005,200.0
Truganina - South East,2005,200.0
Truganina - South West,2005,200.0
Wyndham Vale - North,2005,200.0
Wyndham Vale - South,2005,200.0
Abbotsford,2005,295.0
Collingwood,2005,295.0
Fitzroy,2005,295.0
Fitzroy North,2005,295.0
Clifton Hill - Alphington,2005,295.0
Richmond (South) - Cremorne,2005,295.0
Richmond - North,2005,295.0
Upper Yarra Valley,2005,210.0
Chirnside Park,2005,210.0
Healesville - Yarra Glen,2005,210.0
Kilsyth,2005,210.0
Lilydale - Coldstream,2005,210.0
Monbulk - Silvan,2005,210.0
Montrose,2005,210.0
Mooroolbark,2005,210.0
Mount Dandenong - Olinda,2005,210.0
Mount Evelyn,2005,210.0
Upwey - Tecoma,2005,210.0
Wandin - Seville,2005,210.0
Yarra Valley,2005,210.0
Bright - Mount Beauty,2006,180.0
Myrtleford,2006,180.0
Yackandandah,2006,180.0
Avoca,2006,140.0
Beaufort,2006,140.0
Ararat,2006,140.0
Ararat Surrounds,2006,140.0
Alfredton,2006,190.0
Ballarat,2006,190.0
Buninyong,2006,190.0
Delacombe,2006,190.0
Wendouree - Miners Rest,2006,190.0
Ballarat East - Warrenheip,2006,190.0
Ballarat North - Invermay,2006,190.0
Canadian - Mount Clear,2006,190.0
Sebastopol - Redan,2006,190.0
Creswick - Clunes,2006,190.0
Gordon (Vic.),2006,190.0
Bundoora - East,2006,250.0
Greensborough,2006,250.0
Heidelberg - Rosanna,2006,250.0
Heidelberg West,2006,250.0
Ivanhoe,2006,250.0
Ivanhoe East - Eaglemont,2006,250.0
Montmorency - Briar Hill,2006,250.0
Viewbank - Yallambie,2006,250.0
Watsonia,2006,250.0
Korumburra,2006,175.0
Phillip Island,2006,175.0
Wonthaggi - Inverloch,2006,175.0
Drouin,2006,180.0
Mount Baw Baw Region,2006,180.0
Trafalgar (Vic.),2006,180.0
Warragul,2006,180.0
Leongatha,2006,180.0
Moe - Newborough,2006,180.0
Yallourn North - Glengarry,2006,180.0
Ashburton (Vic.),2006,290.0
Balwyn,2006,290.0
Balwyn North,2006,290.0
Camberwell,2006,290.0
Glen Iris - East,2006,290.0
Hawthorn East,2006,290.0
Kew East,2006,290.0
Surrey Hills (West) - Canterbury,2006,290.0
Hawthorn - North,2006,290.0
Hawthorn - South,2006,290.0
Kew - South,2006,290.0
Kew - West,2006,290.0
Bulleen,2006,290.0
Doncaster,2006,290.0
Keilor,2006,200.0
Ardeer - Albion,2006,200.0
Cairnlea,2006,200.0
Delahey,2006,200.0
Keilor Downs,2006,200.0
Kings Park (Vic.),2006,200.0
St Albans - North,2006,200.0
St Albans - South,2006,200.0
Sunshine,2006,200.0
Sunshine North,2006,200.0
Sunshine West,2006,200.0
Sydenham,2006,200.0
Taylors Lakes,2006,200.0
Deer Park,2006,200.0
Derrimut,2006,200.0
Echuca,2006,180.0
Kyabram,2006,180.0
Lockington - Gunbower,2006,180.0
Rochester,2006,180.0
Rushworth,2006,180.0
Belgrave - Selby,2006,210.0
Emerald - Cockatoo,2006,210.0
Beaconsfield - Officer,2006,210.0
Bunyip - Garfield,2006,210.0
Koo Wee Rup,2006,210.0
Pakenham - North East,2006,210.0
Pakenham - North West,2006,210.0
Pakenham - South East,2006,210.0
Pakenham - South West,2006,210.0
Berwick - North,2006,230.0
Doveton,2006,230.0
Hallam,2006,230.0
Narre Warren North,2006,230.0
Endeavour Hills - North,2006,230.0
Endeavour Hills - South,2006,230.0
Narre Warren - North East,2006,230.0
Narre Warren - South West,2006,230.0
Berwick - South East,2006,230.0
Berwick - South West,2006,230.0
Cranbourne,2006,230.0
Cranbourne South,2006,230.0
Cranbourne West,2006,230.0
Lynbrook - Lyndhurst,2006,230.0
Pearcedale - Tooradin,2006,230.0
Narre Warren South - East,2006,230.0
Narre Warren South - West,2006,230.0
Clyde North - North,2006,230.0
Clyde North - South,2006,230.0
Cranbourne East - North,2006,230.0
Cranbourne East - South,2006,230.0
Cranbourne North - East,2006,230.0
Cranbourne North - West,2006,230.0
Hampton Park - East,2006,230.0
Hampton Park - West,2006,230.0
Maryborough (Vic.),2006,143.0
Maryborough Surrounds,2006,143.0
Castlemaine Surrounds,2006,143.0
Colac,2006,175.0
Colac Surrounds,2006,175.0
Otway,2006,175.0
Camperdown,2006,160.0
Corangamite - North,2006,160.0
Corangamite - South,2006,160.0
Moyne - East,2006,160.0
Alphington - Fairfield,2006,220.0
Thornbury,2006,220.0
Northcote - East,2006,220.0
Northcote - West,2006,220.0
Kingsbury,2006,220.0
Preston - East,2006,220.0
Preston - West,2006,220.0
Reservoir - North East,2006,220.0
Reservoir - North West,2006,220.0
Reservoir - South East,2006,220.0
Reservoir - South West,2006,220.0
Alps - East,2006,180.0
Bairnsdale,2006,180.0
Bruthen - Omeo,2006,180.0
Lake King,2006,180.0
Lakes Entrance,2006,180.0
Orbost,2006,180.0
Paynesville,2006,180.0
Longford - Loch Sport,2006,180.0
Carrum Downs,2006,210.0
Frankston,2006,210.0
Frankston North,2006,210.0
Frankston South,2006,210.0
Langwarrin,2006,210.0
Seaford (Vic.),2006,210.0
Skye - Sandhurst,2006,210.0
Buloke,2006,140.0
Gannawarra,2006,140.0
Kerang,2006,140.0
Swan Hill Surrounds,2006,140.0
Bentleigh - McKinnon,2006,250.0
Carnegie,2006,250.0
Caulfield - North,2006,250.0
Caulfield - South,2006,250.0
Elsternwick,2006,250.0
Murrumbeena,2006,250.0
Ormond - Glen Huntly,2006,250.0
Bentleigh East - North,2006,250.0
Bentleigh East - South,2006,250.0
Bendigo,2006,200.0
California Gully - Eaglehawk,2006,200.0
East Bendigo - Kennington,2006,200.0
Flora Hill - Spring Gully,2006,200.0
Kangaroo Flat - Golden Square,2006,200.0
Maiden Gully,2006,200.0
Strathfieldsaye,2006,200.0
White Hills - Ascot,2006,200.0
Bendigo Surrounds - South,2006,200.0
Heathcote,2006,200.0
Bendigo Surrounds - North,2006,200.0
Dandenong North,2006,190.0
Noble Park North,2006,190.0
Springvale,2006,190.0
Springvale South,2006,190.0
Noble Park - East,2006,190.0
Noble Park - West,2006,190.0
Dandenong - North,2006,190.0
Dandenong - South,2006,190.0
Keysborough - North,2006,190.0
Keysborough - South,2006,190.0
Belmont,2006,200.0
Geelong,2006,200.0
Geelong West - Hamlyn Heights,2006,200.0
Highton,2006,200.0
Lara,2006,200.0
Leopold,2006,200.0
Newcomb - Moolap,2006,200.0
Newtown (Vic.),2006,200.0
North Geelong - Bell Park,2006,200.0
Charlemont,2006,200.0
Corio - Lovely Banks,2006,200.0
Grovedale - Mount Duneed,2006,200.0
Norlane,2006,200.0
Clifton Springs,2006,200.0
Portarlington,2006,200.0
Point Lonsdale - Queenscliff,2006,200.0
Barwon Heads - Armstrong Creek,2006,200.0
Ocean Grove,2006,200.0
Benalla Surrounds,2006,180.0
Mooroopna,2006,180.0
Shepparton - North,2006,180.0
Shepparton Surrounds - East,2006,180.0
Shepparton Surrounds - West,2006,180.0
Kialla,2006,180.0
Shepparton - South East,2006,180.0
Daylesford,2006,190.0
Nhill Region,2006,123.0
Altona,2006,230.0
Altona Meadows,2006,230.0
Altona North,2006,230.0
Newport,2006,230.0
Seabrook,2006,230.0
Williamstown,2006,230.0
Laverton,2006,230.0
Horsham,2006,165.0
Horsham Surrounds,2006,165.0
Sunbury,2006,220.0
Sunbury - South,2006,220.0
Sunbury - West,2006,220.0
Broadmeadows,2006,220.0
Campbellfield - Coolaroo,2006,220.0
Gladstone Park - Westmeadows,2006,220.0
Greenvale - Bulla,2006,220.0
Meadow Heights,2006,220.0
Melbourne Airport,2006,220.0
Tullamarine,2006,220.0
Craigieburn - Central,2006,220.0
Craigieburn - North,2006,220.0
Craigieburn - South,2006,220.0
Mickleham - Yuroke,2006,220.0
Craigieburn - North West,2006,220.0
Craigieburn - West,2006,220.0
Roxburgh Park (South) - Somerton,2006,220.0
Roxburgh Park - North,2006,220.0
Rutherglen,2006,195.0
Beechworth,2006,195.0
Chiltern - Indigo Valley,2006,195.0
Bayswater,2006,250.0
Knoxfield - Scoresby,2006,250.0
Lysterfield,2006,250.0
Rowville - Central,2006,250.0
Rowville - North,2006,250.0
Rowville - South,2006,250.0
Wantirna,2006,250.0
Wantirna South,2006,250.0
Boronia,2006,250.0
Ferntree Gully - North,2006,250.0
Ferntree Gully (South) - Upper Ferntree Gully,2006,250.0
The Basin,2006,250.0
Kyneton,2006,211.0
Woodend,2006,211.0
Gisborne,2006,211.0
Macedon,2006,211.0
Riddells Creek,2006,211.0
Romsey,2006,211.0
Templestowe,2006,300.0
Templestowe Lower,2006,300.0
Doncaster East - North,2006,300.0
Doncaster East - South,2006,300.0
Donvale - Park Orchards,2006,300.0
Warrandyte - Wonga Park,2006,300.0
Nunawading,2006,300.0
Braybrook,2006,220.0
Footscray,2006,220.0
Maribyrnong,2006,220.0
Seddon - Kingsville,2006,220.0
West Footscray - Tottenham,2006,220.0
Yarraville,2006,220.0
Bayswater North,2006,230.0
Croydon Hills - Warranwood,2006,230.0
Ringwood,2006,230.0
Ringwood East,2006,230.0
Ringwood North,2006,230.0
Croydon - East,2006,230.0
Croydon - West,2006,230.0
Croydon South,2006,230.0
Vermont,2006,230.0
Carlton,2006,340.0
Docklands,2006,340.0
East Melbourne,2006,340.0
Flemington Racecourse,2006,340.0
Kensington (Vic.),2006,340.0
Parkville,2006,340.0
South Yarra - West,2006,340.0
Melbourne CBD - East,2006,340.0
Melbourne CBD - North,2006,340.0
Melbourne CBD - West,2006,340.0
North Melbourne,2006,340.0
Royal Botanic Gardens Victoria,2006,340.0
Southbank (West) - South Wharf,2006,340.0
Southbank - East,2006,340.0
West Melbourne - Residential,2006,340.0
Carlton North - Princes Hill,2006,340.0
Diggers Rest,2006,210.0
Melton West,2006,210.0
Rockbank - Mount Cottrell,2006,210.0
Taylors Hill,2006,210.0
