region,year,median
Colac Surrounds,2020,325.0
Otway,2020,325.0
Camperdown,2020,290.0
Corangamite - North,2020,290.0
Corangamite - South,2020,290.0
Moyne - East,2020,290.0
Alphington - Fairfield,2020,400.0
Thornbury,2020,400.0
Northcote - East,2020,400.0
Northcote - West,2020,400.0
Kingsbury,2020,400.0
Preston - East,2020,400.0
Preston - West,2020,400.0
Reservoir - North East,2020,400.0
Reservoir - North West,2020,400.0
Reservoir - South East,2020,400.0
Reservoir - South West,2020,400.0
Alps - East,2020,323.0
Bairnsdale,2020,323.0
Bruthen - Omeo,2020,323.0
Lake King,2020,323.0
Lakes Entrance,2020,323.0
Orbost,2020,323.0
Paynesville,2020,323.0
Longford - Loch Sport,2020,323.0
Carrum Downs,2020,380.0
Frankston,2020,380.0
Frankston North,2020,380.0
Frankston South,2020,380.0
Langwarrin,2020,380.0
Seaford (Vic.),2020,380.0
Skye - Sandhurst,2020,380.0
Buloke,2020,238.0
Gannawarra,2020,238.0
Kerang,2020,238.0
Swan Hill Surrounds,2020,238.0
Bentleigh - McKinnon,2020,420.0
Carnegie,2020,420.0
Caulfield - North,2020,420.0
Caulfield - South,2020,420.0
Elsternwick,2020,420.0
Murrumbeena,2020,420.0
Ormond - Glen Huntly,2020,420.0
Bentleigh East - North,2020,420.0
Bentleigh East - South,2020,420.0
Bendigo,2020,350.0
California Gully - Eaglehawk,2020,350.0
East Bendigo - Kennington,2020,350.0
Flora Hill - Spring Gully,2020,350.0
Kangaroo Flat - Golden Square,2020,350.0
Maiden Gully,2020,350.0
Strathfieldsaye,2020,350.0
White Hills - Ascot,2020,350.0
Bendigo Surrounds - South,2020,350.0
Heathcote,2020,350.0
Bendigo Surrounds - North,2020,350.0
Dandenong North,2020,355.0
Noble Park North,2020,355.0
Springvale,2020,355.0
Springvale South,2020,355.0
Noble Park - East,2020,355.0
Noble Park - West,2020,355.0
Dandenong - North,2020,355.0
Dandenong - South,2020,355.0
Keysborough - North,2020,355.0
Keysborough - South,2020,355.0
Belmont,2020,380.0
Geelong,2020,380.0
Geelong West - Hamlyn Heights,2020,380.0
Highton,2020,380.0
Lara,2020,380.0
Leopold,2020,380.0
Newcomb - Moolap,2020,380.0
Newtown (Vic.),2020,380.0
North Geelong - Bell Park,2020,380.0
Charlemont,2020,380.0
Corio - Lovely Banks,2020,380.0
Grovedale - Mount Duneed,2020,380.0
Norlane,2020,380.0
Clifton Springs,2020,380.0
Portarlington,2020,380.0
Point Lonsdale - Queenscliff,2020,380.0
Barwon Heads - Armstrong Creek,2020,380.0
Ocean Grove,2020,380.0
Benalla Surrounds,2020,310.0
Mooroopna,2020,310.0
Shepparton - North,2020,310.0
Shepparton Surrounds - East,2020,310.0
Shepparton Surrounds - West,2020,310.0
Kialla,2020,310.0
Shepparton - South East,2020,310.0
Daylesford,2020,380.0
Nhill Region,2020,200.0
Altona,2020,425.0
Altona Meadows,2020,425.0
Altona North,2020,425.0
Newport,2020,425.0
Seabrook,2020,425.0
Williamstown,2020,425.0
Laverton,2020,425.0
Horsham,2020,298.0
Horsham Surrounds,2020,298.0
Sunbury,2020,390.0
Sunbury - South,2020,390.0
Sunbury - West,2020,390.0
Broadmeadows,2020,390.0
Campbellfield - Coolaroo,2020,390.0
Gladstone Park - Westmeadows,2020,390.0
Greenvale - Bulla,2020,390.0
Meadow Heights,2020,390.0
Melbourne Airport,2020,390.0
Tullamarine,2020,390.0
Craigieburn - Central,2020,390.0
Craigieburn - North,2020,390.0
Craigieburn - South,2020,390.0
Mickleham - Yuroke,2020,390.0
Craigieburn - North West,2020,390.0
Craigieburn - West,2020,390.0
Roxburgh Park (South) - Somerton,2020,390.0
Roxburgh Park - North,2020,390.0
Rutherglen,2020,310.0
Beechworth,2020,310.0
Chiltern - Indigo Valley,2020,310.0
Bayswater,2020,420.0
Knoxfield - Scoresby,2020,420.0
Lysterfield,2020,420.0
Rowville - Central,2020,420.0
Rowville - North,2020,420.0
Rowville - South,2020,420.0
Wantirna,2020,420.0
Wantirna South,2020,420.0
Boronia,2020,420.0
Ferntree Gully - North,2020,420.0
Ferntree Gully (South) - Upper Ferntree Gully,2020,420.0
The Basin,2020,420.0
Kyneton,2020,450.0
Woodend,2020,450.0
Gisborne,2020,450.0
Macedon,2020,450.0
Riddells Creek,2020,450.0
Romsey,2020,450.0
Templestowe,2020,460.0
Templestowe Lower,2020,460.0
Doncaster East - North,2020,460.0
Doncaster East - South,2020,460.0
Donvale - Park Orchards,2020,460.0
Warrandyte - Wonga Park,2020,460.0
Nunawading,2020,460.0
Braybrook,2020,400.0
Footscray,2020,400.0
Maribyrnong,2020,400.0
Seddon - Kingsville,2020,400.0
West Footscray - Tottenham,2020,400.0
Yarraville,2020,400.0
Bayswater North,2020,410.0
Croydon Hills - Warranwood,2020,410.0
Ringwood,2020,410.0
Ringwood East,2020,410.0
Ringwood North,2020,410.0
Croydon - East,2020,410.0
Croydon - West,2020,410.0
Croydon South,2020,410.0
Vermont,2020,410.0
Carlton,2020,380.0
Docklands,2020,380.0
East Melbourne,2020,380.0
Flemington Racecourse,2020,380.0
Kensington (Vic.),2020,380.0
Parkville,2020,380.0
South Yarra - West,2020,380.0
Melbourne CBD - East,2020,380.0
Melbourne CBD - North,2020,380.0
Melbourne CBD - West,2020,380.0
North Melbourne,2020,380.0
Royal Botanic Gardens Victoria,2020,380.0
Southbank (West) - South Wharf,2020,380.0
Southbank - East,2020,380.0
West Melbourne - Residential,2020,380.0
Carlton North - Princes Hill,2020,380.0
Diggers Rest,2020,380.0
Melton West,2020,380.0
Rockbank - Mount Cottrell,2020,380.0
Taylors Hill,2020,380.0
Burnside,2020,380.0
Burnside Heights,2020,380.0
Caroline Springs,2020,380.0
Brookfield,2020,380.0
Cobblebank - Strathtulloh,2020,380.0
Eynesbury - Exford,2020,380.0
Fraser Rise - Plumpton,2020,380.0
Hillside,2020,380.0
Kurunjang - Toolern Vale,2020,380.0
Melton,2020,380.0
Melton South - Weir Views,2020,380.0
Irymple,2020,330.0
Merbein,2020,330.0
Mildura Surrounds,2020,330.0
Red Cliffs,2020,330.0
Mildura - North,2020,330.0
Mildura - South,2020,330.0
Kilmore - Broadford,2020,360.0
Nagambie,2020,360.0
Seymour,2020,360.0
Seymour Surrounds,2020,360.0
Yea,2020,360.0
Wallan,2020,360.0
Cobram,2020,280.0
Moira,2020,280.0
Numurkah,2020,280.0
Yarrawonga,2020,280.0
Hughesdale,2020,425.0
Ashwood - Chadstone,2020,425.0
Glen Waverley - East,2020,425.0
Glen Waverley - West,2020,425.0
Mount Waverley - North,2020,425.0
Mount Waverley - South,2020,425.0
Mulgrave,2020,425.0
Oakleigh - Huntingdale,2020,425.0
Wheelers Hill,2020,425.0
Clayton (North) - Notting Hill,2020,425.0
Clayton - Central,2020,425.0
Ascot Vale,2020,385.0
Flemington,2020,385.0
Moonee Ponds,2020,385.0
Essendon (West) - Aberfeldie,2020,385.0
Essendon - East,2020,385.0
Airport West,2020,385.0
Essendon Airport,2020,385.0
Niddrie - Essendon West,2020,385.0
Strathmore,2020,385.0
Avondale Heights,2020,385.0
Keilor East,2020,385.0
Bacchus Marsh Surrounds,2020,360.0
Bacchus Marsh,2020,360.0
Castlemaine,2020,375.0
Glenelg (Vic.),2020,363.0
Southern Grampians,2020,363.0
Moyne - West,2020,363.0
Warrnambool - North,2020,363.0
Warrnambool - South,2020,363.0
Alexandra,2020,318.0
Euroa,2020,318.0
Mansfield (Vic.),2020,318.0
Kinglake,2020,318.0
St Arnaud,2020,270.0
Stawell,2020,270.0
Yarriambiack,2020,270.0
Foster,2020,310.0
Wilsons Promontory,2020,310.0
Churchill,2020,310.0
Hamilton (Vic.),2020,280.0
Armadale,2020,425.0
Prahran - Windsor,2020,425.0
Toorak,2020,425.0
South Yarra - North,2020,425.0
South Yarra - South,2020,425.0
Malvern - Glen Iris,2020,425.0
Malvern East,2020,425.0
Winchelsea,2020,470.0
Lorne - Anglesea,2020,470.0
Torquay,2020,470.0
Robinvale,2020,300.0
Swan Hill,2020,300.0
Towong,2020,280.0
Wangaratta,2020,320.0
Wangaratta Surrounds,2020,320.0
Alps - West,2020,300.0
Maffra,2020,300.0
Rosedale,2020,300.0
Sale,2020,300.0
Yarram,2020,300.0
Blackburn,2020,410.0
Blackburn South,2020,410.0
Box Hill,2020,410.0
Box Hill North,2020,410.0
Burwood (Vic.),2020,410.0
Burwood East,2020,410.0
Surrey Hills (East) - Mont Albert,2020,410.0
Forest Hill,2020,410.0
Mitcham (Vic.),2020,410.0
Vermont South,2020,410.0
Bundoora - North,2020,380.0
Bundoora - West,2020,380.0
Mill Park - North,2020,380.0
Mill Park - South,2020,380.0
Thomastown,2020,380.0
Whittlesea,2020,380.0
Epping - East,2020,380.0
Epping - South,2020,380.0
Epping (Vic.) - West,2020,380.0
South Morang - North,2020,380.0
South Morang - South,2020,380.0
Wollert,2020,380.0
Doreen - North,2020,380.0
Doreen - South,2020,380.0
Lalor - East,2020,380.0
Lalor - West,2020,380.0
Mernda - North,2020,380.0
Mernda - South,2020,380.0
West Wodonga,2020,350.0
Baranduda - Leneva,2020,350.0
Wodonga,2020,350.0
Hoppers Crossing - North,2020,370.0
Hoppers Crossing - South,2020,370.0
Werribee - South,2020,370.0
Point Cook - East,2020,370.0
Point Cook - South,2020,370.0
Werribee - East,2020,370.0
Werribee - West,2020,370.0
Manor Lakes - Quandong,2020,370.0
Point Cook - North East,2020,370.0
Point Cook - North West,2020,370.0
Tarneit (West) - Mount Cottrell,2020,370.0
Tarneit - Central,2020,370.0
Tarneit - North,2020,370.0
Tarneit - South,2020,370.0
Truganina - North,2020,370.0
Truganina - South East,2020,370.0
Truganina - South West,2020,370.0
Wyndham Vale - North,2020,370.0
Wyndham Vale - South,2020,370.0
Abbotsford,2020,460.0
Collingwood,2020,460.0
Fitzroy,2020,460.0
Fitzroy North,2020,460.0
Clifton Hill - Alphington,2020,460.0
Richmond (South) - Cremorne,2020,460.0
Richmond - North,2020,460.0
Upper Yarra Valley,2020,415.0
Chirnside Park,2020,415.0
Healesville - Yarra Glen,2020,415.0
Kilsyth,2020,415.0
Lilydale - Coldstream,2020,415.0
Monbulk - Silvan,2020,415.0
Montrose,2020,415.0
Mooroolbark,2020,415.0
Mount Dandenong - Olinda,2020,415.0
Mount Evelyn,2020,415.0
Upwey - Tecoma,2020,415.0
Wandin - Seville,2020,415.0
Yarra Valley,2020,415.0
Bright - Mount Beauty,2021,350.0
Myrtleford,2021,350.0
Yackandandah,2021,350.0
Avoca,2021,300.0
Beaufort,2021,300.0
Ararat,2021,300.0
Ararat Surrounds,2021,300.0
Alfredton,2021,360.0
Ballarat,2021,360.0
Buninyong,2021,360.0
Delacombe,2021,360.0
Wendouree - Miners Rest,2021,360.0
Ballarat East - Warrenheip,2021,360.0
Ballarat North - Invermay,2021,360.0
Canadian - Mount Clear,2021,360.0
Sebastopol - Redan,2021,360.0
Creswick - Clunes,2021,360.0
Gordon (Vic.),2021,360.0
Bundoora - East,2021,410.0
Greensborough,2021,410.0
Heidelberg - Rosanna,2021,410.0
Heidelberg West,2021,410.0
Ivanhoe,2021,410.0
Ivanhoe East - Eaglemont,2021,410.0
Montmorency - Briar Hill,2021,410.0
Viewbank - Yallambie,2021,410.0
Watsonia,2021,410.0
Korumburra,2021,420.0
Phillip Island,2021,420.0
Wonthaggi - Inverloch,2021,420.0
Drouin,2021,390.0
Mount Baw Baw Region,2021,390.0
Trafalgar (Vic.),2021,390.0
Warragul,2021,390.0
Leongatha,2021,390.0
Moe - Newborough,2021,390.0
Yallourn North - Glengarry,2021,390.0
Ashburton (Vic.),2021,440.0
Balwyn,2021,440.0
Balwyn North,2021,440.0
Camberwell,2021,440.0
Glen Iris - East,2021,440.0
Hawthorn East,2021,440.0
Kew East,2021,440.0
Surrey Hills (West) - Canterbury,2021,440.0
Hawthorn - North,2021,440.0
Hawthorn - South,2021,440.0
Kew - South,2021,440.0
Kew - West,2021,440.0
Bulleen,2021,440.0
Doncaster,2021,440.0
Keilor,2021,360.0
Ardeer - Albion,2021,360.0
Cairnlea,2021,360.0
Delahey,2021,360.0
Keilor Downs,2021,360.0
Kings Park (Vic.),2021,360.0
St Albans - North,2021,360.0
St Albans - South,2021,360.0
Sunshine,2021,360.0
Sunshine North,2021,360.0
Sunshine West,2021,360.0
Sydenham,2021,360.0
Taylors Lakes,2021,360.0
Deer Park,2021,360.0
Derrimut,2021,360.0
Echuca,2021,340.0
Kyabram,2021,340.0
Lockington - Gunbower,2021,340.0
Rochester,2021,340.0
Rushworth,2021,340.0
Belgrave - Selby,2021,400.0
Emerald - Cockatoo,2021,400.0
Beaconsfield - Officer,2021,400.0
Bunyip - Garfield,2021,400.0
Koo Wee Rup,2021,400.0
Pakenham - North East,2021,400.0
Pakenham - North West,2021,400.0
Pakenham - South East,2021,400.0
Pakenham - South West,2021,400.0
Berwick - North,2021,420.0
Doveton,2021,420.0
Hallam,2021,420.0
Narre Warren North,2021,420.0
Endeavour Hills - North,2021,420.0
Endeavour Hills - South,2021,420.0
Narre Warren - North East,2021,420.0
Narre Warren - South West,2021,420.0
Berwick - South East,2021,420.0
Berwick - South West,2021,420.0
Cranbourne,2021,420.0
Cranbourne South,2021,420.0
Cranbourne West,2021,420.0
Lynbrook - Lyndhurst,2021,420.0
Pearcedale - Tooradin,2021,420.0
Narre Warren South - East,2021,420.0
Narre Warren South - West,2021,420.0
Clyde North - North,2021,420.0
Clyde North - South,2021,420.0
Cranbourne East - North,2021,420.0
Cranbourne East - South,2021,420.0
Cranbourne North - East,2021,420.0
Cranbourne North - West,2021,420.0
Hampton Park - East,2021,420.0
Hampton Park - West,2021,420.0
Maryborough (Vic.),2021,295.0
Maryborough Surrounds,2021,295.0
Castlemaine Surrounds,2021,295.0
Colac,2021,380.0
Colac Surrounds,2021,380.0
Otway,2021,380.0
Camperdown,2021,343.0
Corangamite - North,2021,343.0
Corangamite - South,2021,343.0
Moyne - East,2021,343.0
Alphington - Fairfield,2021,390.0
Thornbury,2021,390.0
Northcote - East,2021,390.0
Northcote - West,2021,390.0
Kingsbury,2021,390.0
Preston - East,2021,390.0
Preston - West,2021,390.0
Reservoir - North East,2021,390.0
Reservoir - North West,2021,390.0
Reservoir - South East,2021,390.0
Reservoir - South West,2021,390.0
Alps - East,2021,350.0
Bairnsdale,2021,350.0
Bruthen - Omeo,2021,350.0
Lake King,2021,350.0
Lakes Entrance,2021,350.0
Orbost,2021,350.0
Paynesville,2021,350.0
Longford - Loch Sport,2021,350.0
Carrum Downs,2021,420.0
Frankston,2021,420.0
Frankston North,2021,420.0
Frankston South,2021,420.0
Langwarrin,2021,420.0
Seaford (Vic.),2021,420.0
Skye - Sandhurst,2021,420.0
Buloke,2021,240.0
Gannawarra,2021,240.0
Kerang,2021,240.0
Swan Hill Surrounds,2021,240.0
Bentleigh - McKinnon,2021,420.0
Carnegie,2021,420.0
Caulfield - North,2021,420.0
Caulfield - South,2021,420.0
Elsternwick,2021,420.0
Murrumbeena,2021,420.0
Ormond - Glen Huntly,2021,420.0
Bentleigh East - North,2021,420.0
Bentleigh East - South,2021,420.0
Bendigo,2021,380.0
California Gully - Eaglehawk,2021,380.0
East Bendigo - Kennington,2021,380.0
Flora Hill - Spring Gully,2021,380.0
Kangaroo Flat - Golden Square,2021,380.0
Maiden Gully,2021,380.0
Strathfieldsaye,2021,380.0
White Hills - Ascot,2021,380.0
Bendigo Surrounds - South,2021,380.0
Heathcote,2021,380.0
Bendigo Surrounds - North,2021,380.0
Dandenong North,2021,360.0
Noble Park North,2021,360.0
Springvale,2021,360.0
Springvale South,2021,360.0
Noble Park - East,2021,360.0
Noble Park - West,2021,360.0
Dandenong - North,2021,360.0
Dandenong - South,2021,360.0
Keysborough - North,2021,360.0
Keysborough - South,2021,360.0
Belmont,2021,415.0
Geelong,2021,415.0
Geelong West - Hamlyn Heights,2021,415.0
Highton,2021,415.0
Lara,2021,415.0
Leopold,2021,415.0
Newcomb - Moolap,2021,415.0
Newtown (Vic.),2021,415.0
North Geelong - Bell Park,2021,415.0
Charlemont,2021,415.0
Corio - Lovely Banks,2021,415.0
Grovedale - Mount Duneed,2021,415.0
Norlane,2021,415.0
Clifton Springs,2021,415.0
Portarlington,2021,415.0
Point Lonsdale - Queenscliff,2021,415.0
Barwon Heads - Armstrong Creek,2021,415.0
Ocean Grove,2021,415.0
Benalla Surrounds,2021,340.0
Mooroopna,2021,340.0
Shepparton - North,2021,340.0
Shepparton Surrounds - East,2021,340.0
Shepparton Surrounds - West,2021,340.0
Kialla,2021,340.0
Shepparton - South East,2021,340.0
Daylesford,2021,390.0
Nhill Region,2021,255.0
Altona,2021,415.0
Altona Meadows,2021,415.0
Altona North,2021,415.0
Newport,2021,415.0
Seabrook,2021,415.0
Williamstown,2021,415.0
Laverton,2021,415.0
Horsham,2021,330.0
Horsham Surrounds,2021,330.0
Sunbury,2021,390.0
Sunbury - South,2021,390.0
Sunbury - West,2021,390.0
Broadmeadows,2021,390.0
Campbellfield - Coolaroo,2021,390.0
Gladstone Park - Westmeadows,2021,390.0
Greenvale - Bulla,2021,390.0
Meadow Heights,2021,390.0
Melbourne Airport,2021,390.0
Tullamarine,2021,390.0
Craigieburn - Central,2021,390.0
Craigieburn - North,2021,390.0
Craigieburn - South,2021,390.0
Mickleham - Yuroke,2021,390.0
Craigieburn - North West,2021,390.0
Craigieburn - West,2021,390.0
Roxburgh Park (South) - Somerton,2021,390.0
Roxburgh Park - North,2021,390.0
Rutherglen,2021,380.0
Beechworth,2021,380.0
Chiltern - Indigo Valley,2021,380.0
Bayswater,2021,430.0
Knoxfield - Scoresby,2021,430.0
Lysterfield,2021,430.0
Rowville - Central,2021,430.0
Rowville - North,2021,430.0
Rowville - South,2021,430.0
Wantirna,2021,430.0
Wantirna South,2021,430.0
Boronia,2021,430.0
Ferntree Gully - North,2021,430.0
Ferntree Gully (South) - Upper Ferntree Gully,2021,430.0
The Basin,2021,430.0
Kyneton,2021,460.0
Woodend,2021,460.0
Gisborne,2021,460.0
Macedon,2021,460.0
Riddells Creek,2021,460.0
Romsey,2021,460.0
Templestowe,2021,480.0
Templestowe Lower,2021,480.0
Doncaster East - North,2021,480.0
Doncaster East - South,2021,480.0
Donvale - Park Orchards,2021,480.0
Warrandyte - Wonga Park,2021,480.0
Nunawading,2021,480.0
Braybrook,2021,380.0
Footscray,2021,380.0
Maribyrnong,2021,380.0
Seddon - Kingsville,2021,380.0
West Footscray - Tottenham,2021,380.0
Yarraville,2021,380.0
Bayswater North,2021,430.0
Croydon Hills - Warranwood,2021,430.0
Ringwood,2021,430.0
Ringwood East,2021,430.0
Ringwood North,2021,430.0
Croydon - East,2021,430.0
Croydon - West,2021,430.0
Croydon South,2021,430.0
Vermont,2021,430.0
Carlton,2021,380.0
Docklands,2021,380.0
East Melbourne,2021,380.0
Flemington Racecourse,2021,380.0
Kensington (Vic.),2021,380.0
Parkville,2021,380.0
South Yarra - West,2021,380.0
Melbourne CBD - East,2021,380.0
Melbourne CBD - North,2021,380.0
Melbourne CBD - West,2021,380.0
North Melbourne,2021,380.0
Royal Botanic Gardens Victoria,2021,380.0
Southbank (West) - South Wharf,2021,380.0
Southbank - East,2021,380.0
West Melbourne - Residential,2021,380.0
Carlton North - Princes Hill,2021,380.0
Diggers Rest,2021,380.0
Melton West,2021,380.0
Rockbank - Mount Cottrell,2021,380.0
Taylors Hill,2021,380.0
Burnside,2021,380.0
Burnside Heights,2021,380.0
Caroline Springs,2021,380.0
Brookfield,2021,380.0
Cobblebank - Strathtulloh,2021,380.0
Eynesbury - Exford,2021,380.0
Fraser Rise - Plumpton,2021,380.0
Hillside,2021,380.0
Kurunjang - Toolern Vale,2021,380.0
Melton,2021,380.0
Melton South - Weir Views,2021,380.0
Irymple,2021,330.0
Merbein,2021,330.0
Mildura Surrounds,2021,330.0
Red Cliffs,2021,330.0
Mildura - North,2021,330.0
Mildura - South,2021,330.0
Kilmore - Broadford,2021,380.0
Nagambie,2021,380.0
Seymour,2021,380.0
Seymour Surrounds,2021,380.0
Yea,2021,380.0
Wallan,2021,380.0
Cobram,2021,300.0
Moira,2021,300.0
Numurkah,2021,300.0
Yarrawonga,2021,300.0
Hughesdale,2021,430.0
Ashwood - Chadstone,2021,430.0
Glen Waverley - East,2021,430.0
Glen Waverley - West,2021,430.0
Mount Waverley - North,2021,430.0
Mount Waverley - South,2021,430.0
Mulgrave,2021,430.0
Oakleigh - Huntingdale,2021,430.0
Wheelers Hill,2021,430.0
Clayton (North) - Notting Hill,2021,430.0
Clayton - Central,2021,430.0
Ascot Vale,2021,390.0
Flemington,2021,390.0
Moonee Ponds,2021,390.0
Essendon (West) - Aberfeldie,2021,390.0
Essendon - East,2021,390.0
Airport West,2021,390.0
Essendon Airport,2021,390.0
Niddrie - Essendon West,2021,390.0
Strathmore,2021,390.0
Avondale Heights,2021,390.0
Keilor East,2021,390.0
Bacchus Marsh Surrounds,2021,400.0
Bacchus Marsh,2021,400.0
Castlemaine,2021,400.0
Glenelg (Vic.),2021,360.0
Southern Grampians,2021,360.0
Moyne - West,2021,360.0
Warrnambool - North,2021,360.0
Warrnambool - South,2021,360.0
Alexandra,2021,340.0
Euroa,2021,340.0
Mansfield (Vic.),2021,340.0
Kinglake,2021,340.0
St Arnaud,2021,290.0
Stawell,2021,290.0
Yarriambiack,2021,290.0
Foster,2021,340.0
Wilsons Promontory,2021,340.0
Churchill,2021,340.0
Hamilton (Vic.),2021,305.0
Armadale,2021,410.0
Prahran - Windsor,2021,410.0
Toorak,2021,410.0
South Yarra - North,2021,410.0
South Yarra - South,2021,410.0
Malvern - Glen Iris,2021,410.0
Malvern East,2021,410.0
Winchelsea,2021,500.0
Lorne - Anglesea,2021,500.0
Torquay,2021,500.0
Robinvale,2021,303.0
Swan Hill,2021,303.0
Towong,2021,300.0
Wangaratta,2021,360.0
Wangaratta Surrounds,2021,360.0
Alps - West,2021,360.0
Maffra,2021,360.0
Rosedale,2021,360.0
Sale,2021,360.0
Yarram,2021,360.0
Blackburn,2021,425.0
Blackburn South,2021,425.0
Box Hill,2021,425.0
Box Hill North,2021,425.0
Burwood (Vic.),2021,425.0
Burwood East,2021,425.0
Surrey Hills (East) - Mont Albert,2021,425.0
Forest Hill,2021,425.0
Mitcham (Vic.),2021,425.0
Vermont South,2021,425.0
Bundoora - North,2021,395.0
Bundoora - West,2021,395.0
Mill Park - North,2021,395.0
Mill Park - South,2021,395.0
Thomastown,2021,395.0
Whittlesea,2021,395.0
Epping - East,2021,395.0
Epping - South,2021,395.0
Epping (Vic.) - West,2021,395.0
South Morang - North,2021,395.0
South Morang - South,2021,395.0
Wollert,2021,395.0
Doreen - North,2021,395.0
Doreen - South,2021,395.0
Lalor - East,2021,395.0
Lalor - West,2021,395.0
Mernda - North,2021,395.0
Mernda - South,2021,395.0
West Wodonga,2021,390.0
Baranduda - Leneva,2021,390.0
Wodonga,2021,390.0
Hoppers Crossing - North,2021,370.0
Hoppers Crossing - South,2021,370.0
Werribee - South,2021,370.0
Point Cook - East,2021,370.0
Point Cook - South,2021,370.0
Werribee - East,2021,370.0
Werribee - West,2021,370.0
Manor Lakes - Quandong,2021,370.0
Point Cook - North East,2021,370.0
Point Cook - North West,2021,370.0
Tarneit (West) - Mount Cottrell,2021,370.0
Tarneit - Central,2021,370.0
Tarneit - North,2021,370.0
Tarneit - South,2021,370.0
Truganina - North,2021,370.0
Truganina - South East,2021,370.0
Truganina - South West,2021,370.0
Wyndham Vale - North,2021,370.0
Wyndham Vale - South,2021,370.0
Abbotsford,2021,451.0
Collingwood,2021,451.0
Fitzroy,2021,451.0
Fitzroy North,2021,451.0
Clifton Hill - Alphington,2021,451.0
Richmond (South) - Cremorne,2021,451.0
Richmond - North,2021,451.0
Upper Yarra Valley,2021,450.0
Chirnside Park,2021,450.0
Healesville - Yarra Glen,2021,450.0
Kilsyth,2021,450.0
Lilydale - Coldstream,2021,450.0
Monbulk - Silvan,2021,450.0
Montrose,2021,450.0
Mooroolbark,2021,450.0
Mount Dandenong - Olinda,2021,450.0
Mount Evelyn,2021,450.0
Upwey - Tecoma,2021,450.0
Wandin - Seville,2021,450.0
Yarra Valley,2021,450.0
Bright - Mount Beauty,2022,420.0
Myrtleford,2022,420.0
Yackandandah,2022,420.0
Avoca,2022,330.0
Beaufort,2022,330.0
Ararat,2022,330.0
Ararat Surrounds,2022,330.0
Alfredton,2022,390.0
Ballarat,2022,390.0
Buninyong,2022,390.0
Delacombe,2022,390.0
Wendouree - Miners Rest,2022,390.0
Ballarat East - Warrenheip,2022,390.0
Ballarat North - Invermay,2022,390.0
Canadian - Mount Clear,2022,390.0
Sebastopol - Redan,2022,390.0
Creswick - Clunes,2022,390.0
Gordon (Vic.),2022,390.0
Bundoora - East,2022,450.0
Greensborough,2022,450.0
Heidelberg - Rosanna,2022,450.0
Heidelberg West,2022,450.0
Ivanhoe,2022,450.0
Ivanhoe East - Eaglemont,2022,450.0
Montmorency - Briar Hill,2022,450.0
Viewbank - Yallambie,2022,450.0
Watsonia,2022,450.0
Korumburra,2022,430.0
Phillip Island,2022,430.0
Wonthaggi - Inverloch,2022,430.0
Drouin,2022,435.0
Mount Baw Baw Region,2022,435.0
Trafalgar (Vic.),2022,435.0
Warragul,2022,435.0
Leongatha,2022,435.0
Moe - Newborough,2022,435.0
Yallourn North - Glengarry,2022,435.0
Ashburton (Vic.),2022,485.0
Balwyn,2022,485.0
Balwyn North,2022,485.0
Camberwell,2022,485.0
Glen Iris - East,2022,485.0
Hawthorn East,2022,485.0
Kew East,2022,485.0
Surrey Hills (West) - Canterbury,2022,485.0
Hawthorn - North,2022,485.0
Hawthorn - South,2022,485.0
Kew - South,2022,485.0
Kew - West,2022,485.0
Bulleen,2022,485.0
Doncaster,2022,485.0
Keilor,2022,380.0
Ardeer - Albion,2022,380.0
Cairnlea,2022,380.0
Delahey,2022,380.0
Keilor Downs,2022,380.0
Kings Park (Vic.),2022,380.0
St Albans - North,2022,380.0
St Albans - South,2022,380.0
Sunshine,2022,380.0
Sunshine North,2022,380.0
Sunshine West,2022,380.0
Sydenham,2022,380.0
Taylors Lakes,2022,380.0
Deer Park,2022,380.0
Derrimut,2022,380.0
Echuca,2022,370.0
Kyabram,2022,370.0
Lockington - Gunbower,2022,370.0
Rochester,2022,370.0
Rushworth,2022,370.0
Belgrave - Selby,2022,440.0
Emerald - Cockatoo,2022,440.0
Beaconsfield - Officer,2022,440.0
Bunyip - Garfield,2022,440.0
Koo Wee Rup,2022,440.0
Pakenham - North East,2022,440.0
Pakenham - North West,2022,440.0
Pakenham - South East,2022,440.0
Pakenham - South West,2022,440.0
Berwick - North,2022,450.0
Doveton,2022,450.0
Hallam,2022,450.0
Narre Warren North,2022,450.0
Endeavour Hills - North,2022,450.0
Endeavour Hills - South,2022,450.0
Narre Warren - North East,2022,450.0
Narre Warren - South West,2022,450.0
Berwick - South East,2022,450.0
Berwick - South West,2022,450.0
Cranbourne,2022,450.0
Cranbourne South,2022,450.0
Cranbourne West,2022,450.0
Lynbrook - Lyndhurst,2022,450.0
Pearcedale - Tooradin,2022,450.0
Narre Warren South - East,2022,450.0
Narre Warren South - West,2022,450.0
Clyde North - North,2022,450.0
Clyde North - South,2022,450.0
Cranbourne East - North,2022,450.0
Cranbourne East - South,2022,450.0
Cranbourne North - East,2022,450.0
Cranbourne North - West,2022,450.0
Hampton Park - East,2022,450.0
Hampton Park - West,2022,450.0
Maryborough (Vic.),2022,320.0
Maryborough Surrounds,2022,320.0
Castlemaine Surrounds,2022,320.0
Colac,2022,400.0
Colac Surrounds,2022,400.0
Otway,2022,400.0
Camperdown,2022,360.0
Corangamite - North,2022,360.0
Corangamite - South,2022,360.0
