Region,2018,2019,2020,2021,2022,2023
Melton,8 338,8 359,8 261,7 966,7 909,8 011
Melton South - Weir Views,13 173,14 242,15 664,16 926,18 736,20 224
Hoppers Crossing - North,19 926,19 694,19 405,18 657,18 263,18 317
Hoppers Crossing - South,20 311,20 186,19 933,18 991,18 511,18 789
Laverton,10 899,11 499,11 972,11 643,11 891,12 421
Werribee - South,13 695,15 022,16 350,16 994,17 473,17 832
Point Cook - East,16 101,17 894,19 135,19 593,20 154,20 834
Point Cook - South,18 163,19 047,19 372,19 384,19 678,20 237
Werribee - East,20 629,20 490,20 186,19 235,18 818,18 972
Werribee - West,15 143,17 512,20 235,22 692,25 536,28 144
Manor Lakes - Quandong,8 338,9 192,10 023,10 791,11 437,12 002
Point Cook - North East,15 268,15 223,14 973,14 324,14 314,14 697
Point Cook - North West,9 678,9 739,9 798,9 689,9 753,9 998
Tarneit (West) - Mount Cottrell,3 216,5 319,7 364,10 316,13 094,15 293
Tarneit - Central,27 272,27 895,28 306,28 594,28 727,29 321
Tarneit - North,2 413,4 008,5 655,7 340,9 428,11 213
Tarneit - South,11 272,11 390,11 515,11 312,11 411,11 633
Truganina - North,4 284,6 035,7 904,9 548,11 596,13 025
Truganina - South East,7 302,8 222,9 090,9 761,10 031,10 443
Truganina - South West,18 934,19 343,19 407,19 389,19 534,19 938
Wyndham Vale - North,5 352,6 487,7 852,9 176,10 722,11 899
Wyndham Vale - South,13 994,14 106,13 913,13 704,13 725,13 888
Carrum Downs,22 045,22 195,22 391,22 264,22 405,22 892
Frankston,23 992,24 129,24 264,23 909,23 827,24 164
Frankston North,20 022,20 010,19 973,19 666,19 609,19 757
Frankston South,19 194,19 260,19 182,18 948,18 997,19 156
Langwarrin,25 019,25 109,25 259,25 252,25 361,25 563
Seaford (Vic.),17 329,17 409,17 443,17 362,17 489,17 764
Skye - Sandhurst,13 930,13 858,13 679,13 423,13 473,13 530
Dromana,12 473,12 778,13 175,13 469,13 566,13 574
Flinders,5 798,5 878,5 957,6 024,6 047,6 015
Hastings - Somers,23 603,23 930,24 194,24 245,24 073,23 973
Mount Eliza,18 990,19 076,19 139,18 924,18 783,18 878
Mount Martha,19 770,20 006,20 076,20 026,19 983,20 087
Point Nepean,18 758,19 185,19 649,20 000,19 940,19 947
Rosebud - McCrae,22 343,22 649,22 938,23 149,22 986,23 108
Somerville,18 911,18 847,18 795,18 693,18 618,18 809
Mornington - East,15 492,15 580,15 544,15 272,15 098,15 075
Mornington - West,10 426,10 665,10 719,10 638,10 639,10 777
Ararat,8 428,8 465,8 552,8 470,8 396,8 339
Ararat Surrounds,3 188,3 186,3 187,3 184,3 190,3 162
Horsham,16 631,16 754,16 942,16 951,16 939,16 876
Horsham Surrounds,3 459,3 472,3 469,3 451,3 437,3 467
Nhill Region,6 894,6 885,6 898,6 907,6 839,6 796
St Arnaud,3 364,3 394,3 427,3 428,3 451,3 435
Stawell,8 279,8 322,8 387,8 467,8 442,8 459
West Wimmera,2 785,2 785,2 787,2 749,2 724,2 715
Yarriambiack,6 639,6 617,6 583,6 453,6 376,6 327
Irymple,7 178,7 322,7 510,7 679,7 768,7 876
Merbein,4 963,4 989,5 002,4 954,4 934,4 943
Mildura Surrounds,3 727,3 727,3 736,3 711,3 737,3 759
Red Cliffs,6 121,6 158,6 210,6 123,6 106,6 065
Mildura - North,18 591,18 589,18 491,18 085,18 137,18 229
Mildura - South,15 574,15 979,16 386,16 414,16 568,16 682
Buloke,6 218,6 170,6 160,6 136,6 124,6 044
Gannawarra,6 681,6 633,6 624,6 666,6 629,6 559
Kerang,3 915,3 924,3 946,3 944,3 900,3 856
Robinvale,3 598,3 702,3 769,3 749,3 687,3 753
Swan Hill,11 216,11 264,11 278,11 173,11 032,10 948
Swan Hill Surrounds,6 427,6 442,6 453,6 460,6 521,6 512
Echuca,15 153,15 293,15 437,15 591,15 629,15 585
Kyabram,11 055,11 096,11 134,11 057,11 002,10 952
Lockington - Gunbower,3 872,3 850,3 863,3 910,3 968,3 944
Rochester,3 941,3 949,3 973,3 988,3 960,3 792
Rushworth,4 079,4 094,4 129,4 168,4 159,4 187
Cobram,6 459,6 457,6 481,6 440,6 498,6 662
Moira,2 681,2 727,2 785,2 832,2 849,2 834
Numurkah,12 473,12 497,12 524,12 502,12 510,12 467
Yarrawonga,8 297,8 418,8 508,8 593,8 727,8 812
Mooroopna,8 196,8 303,8 340,8 309,8 295,8 110
Shepparton - North,19 653,19 938,20 099,20 037,20 117,20 157
Shepparton Surrounds - East,3 956,3 984,4 011,4 010,4 027,4 061
Shepparton Surrounds - West,10 327,10 343,10 360,10 329,10 383,10 394
Kialla,8 064,8 454,8 758,9 067,9 477,9 733
Shepparton - South East,16 433,16 513,16 706,16 573,16 476,16 494
Glenelg (Vic.),8 820,8 837,8 852,8 872,8 872,8 839
Hamilton (Vic.),10 187,10 254,10 348,10 286,10 224,10 310
Portland,11 067,11 150,11 198,11 183,11 175,11 181
Southern Grampians,6 171,6 189,6 220,6 266,6 233,6 213
Camperdown,3 561,3 540,3 497,3 471,3 454,3 410
Colac,12 651,12 719,12 775,12 698,12 627,12 640
Colac Surrounds,5 475,5 529,5 600,5 645,5 612,5 665
Corangamite - North,5 359,5 342,5 359,5 360,5 349,5 322
Corangamite - South,7 261,7 239,7 200,7 146,7 143,7 164
Otway,3 710,3 802,3 911,3 979,3 974,3 983
Moyne - East,6 746,6 798,6 883,6 990,7 046,7 132
Moyne - West,9 783,9 845,9 859,9 967,10 098,10 148
Warrnambool - North,21 954,22 184,22 416,22 470,22 586,22 762
Warrnambool - South,13 226,13 264,13 346,13 298,13 323,13 476
