property_url,name,cost_text,latitude,longitude,bed_info,bath_info,parking,date_available,desc,post_code,region,matched_region_x,Children enrolled in a preschool or preschool program (no.),Estimated resident population (no.),Land area (ha),Median monthly household mortgage payment ($),Median price of established house transfers ($),Median total income (excl. Government pensions and allowances) ($),Median weekly household rental payment ($),Number of jobs,Working age population (aged 15-64 years) (%),matched_region_y,avg_crime_count,region_encoded,property_type_House,property_type_New Apartments / Off the Plan,property_type_New House & Land,property_type_Studio,property_type_Terrace,property_type_Townhouse,property_type_Villa,nearest_station_index,haversine_distance,property_coords,station_coords,nearest_station_name,property_index,route_distance_m,route_duration_s,distance_to_hospital,nearest_hospital_name,distance_to_police_station,nearest_police_station_name,distance_to_fire_station,nearest_fire_station_name,distance_to_university_college,nearest_university_college_name,distance_to_melbourne_central,"distance_to_the_university_of_melbourne,_parkville_campus",distance_to_la_trobe_university_(bundoora_campus),"distance_to_monash_university,_clayton_campus",distance_to_deakin_university_-_burwood_campus,distance_to_shop,nearest_shop_name,kindergarten_count_within_1000m,secondary_primary_school_count_within_3000m,restaurant_bar_count_within_1000m,cinema_theatre_count_within_3000m,shop_count_within_1000m,park_count_within_1000m
https://www.domain.com.au/12-errol-boulevard-mickleham-vic-3064-17164790,"12 Errol Boulevard, Mickleham VIC 3064",490.0,-37.5342567,144.8991374,3,2,2,Available Now,"TO APPLY: please click ""Get in touch"" or ""Enquire"" &amp; a link will be sent to you. Please also register for each inspection to be kept up to date with changes.",3064,Mickleham,Mickleham  Yuroke,592.0,31976.0,7083.6,2000.0,660000.0,50971.0,400.0,13467.0,67.3,Mickleham,209.8,178,0,0,0,0,0,1,0,81,6277.3383933707155,"[144.8991374, -37.5342567]","[144.969554917498, -37.5425752591184]",Donnybrook Railway Station (Donnybrook),695,6585.93,590.31,7056.945672447561,Craigieburn Health Service,7778.894639518711,Craigieburn Police Station,4619.8816309814065,Kalkallo CFA,10361.987597190406,Victorian Emergency Management Training Centre,24370.322039969138,30235.67274081252,31204.35593724869,39269.97054291178,46817.0833324647,1901.103049079625,Merrifield City Shopping Centre,0,3,0,0,0,8
https://www.domain.com.au/2-37-elsie-street-bell-park-vic-3215-17164693,"2/37 Elsie Street, Bell Park VIC 3215",440.0,-38.1134205,144.3322648,2,2,1,"Monday, 9th September 2024","Beautifully designed with an abundance of natural light, this pristine townhouse will tick all your boxes. Featuring:",3215,Bell Park,North Geelong  Bell Park,241.0,15718.0,2193.2,1560.0,650000.0,50763.0,340.0,11810.0,61.1,Geelong,197.4,203,0,0,0,0,0,1,0,107,2039.4398114669625,"[144.3322648, -38.1134205]","[144.352271898837, -38.1228352344551]",North Geelong Railway Station (North Geelong),696,4286.27,439.01,617.8782717339512,McKellar Centre,2503.6436558430687,VF8 Geelong Coast Guard,2391.287630100764,Fire Station No. 62,4074.9576382958808,The Gordon Institute of TAFE (City Campus),64764.7377360697,65006.07323019663,73919.10925726686,74648.37099068749,76799.10631666043,311.5276582087954,Newlanders IGA,1,15,2,3,3,17
https://www.domain.com.au/1-37-clovelly-avenue-glenroy-vic-3046-17164655,"1/37 Clovelly Avenue, Glenroy VIC 3046",550.0,-37.7065404,144.9093094,3,2,1,"Monday, 9th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3046,Glenroy,Glenroy  East,243.0,15431.0,624.7,1885.0,795000.0,50971.0,369.0,13214.0,67.8,Glenroy,130.8,129,0,0,0,0,0,1,0,493,730.7646043954962,"[144.9093094, -37.7065404]","[144.917220403897, -37.7045363302368]",Glenroy Railway Station (Glenroy),697,812.56,110.1,2453.178614924385,Broadmeadows Hospital,2316.736152179968,Police Airwing,2872.5357486442713,Fire Station No. 5,2244.9691032385786,Fly Amber,11493.129140858906,12444.154572160909,12466.44522559739,23541.62114845636,30251.48598815426,665.8675081060393,Coles,1,23,0,1,3,9
https://www.domain.com.au/4-550-deakin-avenue-mildura-vic-3500-17164637,"4/550 Deakin Avenue, Mildura VIC 3500",550.0,-34.2117329,142.1314439,3,2,2,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3500,Mildura,Mildura Surrounds,50.0,3759.0,2156879.6,900.0,220000.0,41420.0,150.0,3171.0,59.5,Mildura,64.8,179,0,0,0,0,0,1,0,46,4373.992501158882,"[142.1314439, -34.2117329]","[142.162298083771, -34.1817983490532]",Mildura Railway Station/Seventh St (Mildura),698,5960.89,485.09,3038.778389793692,Mildura Base Public Hospital,4006.5904028692717,Mildura Police Station,1880.6255159232107,Fire Station No. 72,3271.5576868075023,Sunraysia Institute of TAFE,470040.13396584586,473318.6884312018,474259.17590058467,484731.4345869393,492035.11629448226,659.8350157874721,ALDI,0,8,2,0,4,4
https://www.domain.com.au/3-550-deakin-avenue-mildura-vic-3500-17164518,"3/550 Deakin Avenue, Mildura VIC 3500",500.0,-34.2117329,142.1314439,2,2,1,Available Now,"Welcome to your new dream home! This brand-new, two bedroom residence offers modern living at its finest. The master suite boasts a private ensuite and a generous walk-in robe, while the open-plan kitchen, dining and living area are bathed in natural light, creating a warm and inviting atmosphere. Each bedroom is fitted with a ceiling fan for added year-round comfort. This town house also includes",3500,Mildura,Mildura Surrounds,50.0,3759.0,2156879.6,900.0,220000.0,41420.0,150.0,3171.0,59.5,Mildura,64.8,179,0,0,0,0,0,1,0,46,4373.992501158882,"[142.1314439, -34.2117329]","[142.162298083771, -34.1817983490532]",Mildura Railway Station/Seventh St (Mildura),700,5960.89,485.09,3038.778389793692,Mildura Base Public Hospital,4006.5904028692717,Mildura Police Station,1880.6255159232107,Fire Station No. 72,3271.5576868075023,Sunraysia Institute of TAFE,470040.13396584586,473318.6884312018,474259.17590058467,484731.4345869393,492035.11629448226,659.8350157874721,ALDI,0,8,2,0,4,4
https://www.domain.com.au/7-heytesbury-place-mulgrave-vic-3170-17164483,"7 Heytesbury Place, Mulgrave VIC 3170",750.0,-37.9233891,145.1853931,3,2,2,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3170,Mulgrave,Mulgrave,291.0,20690.0,1071.9,2167.0,986250.0,50387.0,430.0,15478.0,63.4,Mulgrave,48.4,193,0,0,0,0,0,1,0,382,4035.1159669954995,"[145.1853931, -37.9233891]","[145.153451830727, -37.9495087816674]",Springvale Railway Station (Springvale),701,6716.47,800.77,2897.7392926529064,Emergency,2909.00542192434,Glen Waverley Police Station,2873.1959305229793,Fire Station No. 31,1023.4740725570765,Churches of Christ Theological College,4531.538628298596,10860.767765417679,23216.994315173743,23979.146487910504,25750.460746621917,1385.5050121432068,Woolworths,3,18,0,1,0,39
https://www.domain.com.au/67-rosalind-street-bendigo-vic-3550-17164285,"67 Rosalind Street, Bendigo VIC 3550",460.0,-36.754346,144.2746336,2,1,1,"Thursday, 26th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3550,Bendigo,Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,Bendigo,415.0,28,0,0,0,0,0,1,0,70,1463.5951175638972,"[144.2746336, -36.754346]","[144.283008928887, -36.7656697308466]",Bendigo Railway Station (Bendigo),702,1885.07,306.99,602.4320085115091,Anne Caudle Campus,1560.1503375371678,Bendigo Police,991.5257090020095,Bendigo Fire Station,783.5346020360391,Monash University School of Rural Health,127251.38646987086,131309.82510260658,132271.7739835265,142073.7624681599,149498.89902906353,787.9118872399854,Asian Grocery,1,17,36,4,4,6
https://www.domain.com.au/1-2-newcastle-street-preston-vic-3072-17164271,"1/2 Newcastle Street, Preston VIC 3072",800.0,-37.7528423,145.0113025,3,2,2,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3072,Preston,Preston  East,252.0,22012.0,774.6,2000.0,1107500.0,54282.0,391.0,19085.0,73.6,Preston,61.4,223,0,0,0,0,0,1,0,478,1145.9041652294216,"[145.0113025, -37.7528423]","[144.998571518715, -37.7550517929341]",Thornbury Railway Station (Thornbury),703,1460.88,205.11,2102.8500877835695,North Eastern Rehabilitation Centre,1160.7724907929387,Vehicle Impoundment Support Unit,1702.505306849631,Fire Station No. 12,891.8540846976847,St John’s College,5161.070202341834,7095.15546618131,7665.487472850257,13522.522418438744,20747.418735938147,697.65357636602,Woolworths,3,28,32,3,3,11
https://www.domain.com.au/2-1731-dandenong-road-oakleigh-east-vic-3166-16048053,"2/1731 Dandenong Road, Oakleigh East VIC 3166",830.0,-37.90121260000001,145.1073575,4,3,2,"Thursday, 19th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3166,Oakleigh East,Ballarat East  Warrenheip,150.0,9628.0,1921.6,1300.0,530000.0,50971.0,288.0,7350.0,61.9,Lara,146.0,16,0,0,0,0,0,1,0,385,1174.958884653008,"[145.1073575, -37.90121260000001]","[145.102364317185, -37.9110173407265]",Huntingdale Railway Station (Oakleigh),704,3318.79,383.85,2286.554395112413,Sir John Monash Private Hospital,1732.029044435363,Oakleigh Police Station,1066.1137697798013,Fire Station No. 25,1555.6744244449098,Edu Kingdom College,2756.5287326522944,6332.906660451375,16207.707187627591,17029.059755349368,20988.55851234687,1028.6779864654675,Huntingdale IGA X-press,2,19,10,2,0,13
https://www.domain.com.au/4-95-dover-street-truganina-vic-3029-17164217,"4/95 Dover Street, Truganina VIC 3029",530.0,-37.8500302,144.7317435,3,2,2,"Friday, 6th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3029,Truganina,Truganina  North,158.0,13025.0,1751.9,2167.0,690000.0,50971.0,402.0,24.0,71.3,Truganina,193.6,268,0,0,0,0,0,1,0,511,2600.870656438473,"[144.7317435, -37.8500302]","[144.747444719947, -37.8698653272992]",Williams Landing Railway Station (Williams Landing),705,3868.07,339.4,3811.5476563824,Boardwalk Health MedicalCentre,3932.4702656057166,Wyndham North Police Station,3614.4329169656066,Truganina CFA,5209.239362474505,Victoria University Werribee Campus,20724.064186536467,20791.908272155913,31591.735572067275,33445.551137238894,36133.17403118619,2148.602081592703,Woolworths,1,10,0,1,0,18
https://www.domain.com.au/22-paradise-parade-point-cook-vic-3030-17163823,"22 Paradise Parade, Point Cook VIC 3030",490.0,-37.9001897,144.739498,3,2,2,"Tuesday, 15th October 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3030,Point Cook,Point Cook  East,423.0,20834.0,1903.5,2200.0,749999.0,56636.0,401.0,14784.0,66.8,Point Cook,154.6,216,0,0,0,0,0,1,0,511,3443.2822463838606,"[144.739498, -37.9001897]","[144.747444719947, -37.8698653272992]",Williams Landing Railway Station (Williams Landing),707,5470.47,610.05,1870.4680324924968,Boardwalk Health MedicalCentre,5128.664020307276,Werribee Police Station,1648.6627010897755,Fire Station No. 58,3745.0108193988394,Victoria University Werribee Campus,22028.192616642194,22208.443307210622,33329.89354559049,33982.104709619685,34814.82723022883,135.17370837798808,IGA Point Cook,2,10,1,0,1,17
https://www.domain.com.au/9-24-park-street-moonee-ponds-vic-3039-17163673,"9/24 Park Street, Moonee Ponds VIC 3039",600.0,-37.7617975,144.9195265,2,1,1,"Tuesday, 24th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3039,Moonee Ponds,Moonee Ponds,200.0,17203.0,435.5,2167.0,1513000.0,64710.0,400.0,14818.0,71.0,Moonee Ponds,50.4,183,0,0,0,0,0,1,0,499,435.86681135794373,"[144.9195265, -37.7617975]","[144.919160695912, -37.7657066626926]",Moonee Ponds Railway Station (Moonee Ponds),709,829.41,122.19,1383.0625756465706,North West Day Hospital,524.0142021785858,Moonee Ponds Police Station,1006.6133355203783,Fire Station No. 50,619.8976215610779,Kangan Batman TAFE Essendon Campus,5688.820853155118,6611.527639056992,12467.881627733606,19289.302238946242,25256.85970891013,368.989088431095,Coles,2,33,28,4,8,8
https://www.domain.com.au/3-926-canterbury-road-box-hill-vic-3128-16871356,"3/926 Canterbury Road, Box Hill VIC 3128",750.0,-37.829421,145.124288,3,2,2,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3128,Box Hill,Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,Box Hill,84.2,36,0,0,0,0,0,1,0,503,1161.584419045069,"[145.124288, -37.829421]","[145.121428934402, -37.8192216542552]",Box Hill Railway Station (Box Hill),710,1957.33,197.5,1671.1995380789297,Epworth Eastern Private Hospital,1313.3161782355648,Box Hill,1206.2402895231446,Fire Station No. 20,858.9278148094413,"University of Divinity, Yarra Theological Union",1958.0333677609208,9161.467785536632,14006.037043165757,14319.584645363473,14777.82568261265,296.04757131427704,Roaring Bear Asian Grocery,0,21,0,7,3,15
https://www.domain.com.au/18-lacebark-drive-st-helena-vic-3088-17163527,"18 Lacebark Drive, St Helena VIC 3088",750.0,-37.690269,145.1170462,3,2,2,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3088,St Helena,St Kilda  Central,71.0,13186.0,153.8,1998.0,1662500.0,50971.0,381.0,16943.0,83.6,St Kilda,119.0,248,0,0,0,0,0,1,0,451,1707.3111392708804,"[145.1170462, -37.690269]","[145.108247408528, -37.7039540802781]",Greensborough Railway Station (Greensborough),711,2188.19,318.99,4798.85391031126,Northpark Private Hospital,2380.5966086336744,Greensborough,2263.9245719392634,Fire Station No. 16,499.1858792156896,Melbourne Polytechnic (Greensborough Campus),6651.499952251627,17144.077680906485,18587.986055198715,19009.065084228154,24632.69429475105,823.2670431688604,IGA,3,14,0,2,1,17
https://www.domain.com.au/2-5-thistle-court-meadow-heights-vic-3048-17163188,"2/5 Thistle Court, Meadow Heights VIC 3048",430.0,-37.6436036,144.9244976,2,1,1,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3048,Meadow Heights,Meadow Heights,239.0,14879.0,462.5,1460.0,560000.0,40034.0,346.0,8304.0,66.0,Meadow Heights,94.0,171,0,0,0,0,0,1,0,505,1130.9321380637032,"[144.9244976, -37.6436036]","[144.935403682146, -37.6382312060642]",Roxburgh Park Railway Station (Roxburgh Park),713,1733.82,221.82,4679.033885499306,Broadmeadows Hospital,4346.9757998937675,Attwood Police Complex,1935.0158287034058,Fire Station No. 9,3573.656883094749,Victorian Emergency Management Training Centre,13799.76472328879,17873.460058157947,18841.915313710128,27786.14701736826,35095.522128957884,798.0278013937742,Supa IGA,2,10,4,0,5,40
https://www.domain.com.au/2-1-furzer-street-preston-vic-3072-15288588,"2/1 Furzer Street, Preston VIC 3072",650.0,-37.728485,144.986916,3,2,2,"Friday, 20th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3072,Preston,Preston  East,252.0,22012.0,774.6,2000.0,1107500.0,54282.0,391.0,19085.0,73.6,Preston,61.4,223,0,0,0,0,0,1,0,475,1394.5553995886437,"[144.986916, -37.728485]","[145.002772560524, -37.7284027712987]",Regent Railway Station (Reservoir),714,1630.85,324.54,1530.2175573398536,Reservoir Private Hospital,2066.304255551054,Preston Police Station,1928.1819808111356,Fire Station No. 12,1815.7417730060886,Australia Asia Education,5673.307715497122,8508.132395514653,9333.841361858791,16973.88368238679,24182.67473922434,325.12069139854844,Woolworths,1,24,4,3,2,15
