route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
"11-SK4-mjp-1","T2","13.T2.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T3","13.T3.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UI","13.UI.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UL","13.UL.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UU","13.UU.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","14.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T2","14.T2.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T3","14.T3.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UI","14.UI.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UL","14.UL.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UU","14.UU.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","15.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T2","15.T2.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T3","15.T3.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UI","15.UI.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UL","15.UL.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UU","15.UU.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","16.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T2","16.T2.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T3","16.T3.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UI","16.UI.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UL","16.UL.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UU","16.UU.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","17.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T2","17.T2.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T3","17.T3.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UI","17.UI.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UL","17.UL.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UU","17.UU.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","18.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T2","18.T2.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T3","18.T3.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UI","18.UI.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UL","18.UL.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","UU","18.UU.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","19.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","2.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T2","2.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T3","2.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UI","2.UI.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UL","2.UL.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UU","2.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T0","20.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","21.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","22.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","23.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","24.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","25.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","26.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","27.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","28.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1",""
"11-SK4-mjp-1","T0","3.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T2","3.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T3","3.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UI","3.UI.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UL","3.UL.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UU","3.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T0","4.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T2","4.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T3","4.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UI","4.UI.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UL","4.UL.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UU","4.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T0","5.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T2","5.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T3","5.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UI","5.UI.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UL","5.UL.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UU","5.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T0","6.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T2","6.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T3","6.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UI","6.UI.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UL","6.UL.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UU","6.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T0","7.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T2","7.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T3","7.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UI","7.UI.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UL","7.UL.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UU","7.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T0","8.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T2","8.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T3","8.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UI","8.UI.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UL","8.UL.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UU","8.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T0","9.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T2","9.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","T3","9.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UI","9.UI.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UL","9.UL.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-SK4-mjp-1","UU","9.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0",""
"11-Ska-mjp-1","T0","1.T0.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T2","1.T2.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T3","1.T3.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UI","1.UI.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UL","1.UL.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UU","1.UU.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T0","10.T0.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T2","10.T2.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T3","10.T3.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UI","10.UI.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UL","10.UL.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UU","10.UU.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T0","11.T0.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T2","11.T2.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T3","11.T3.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UI","11.UI.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UL","11.UL.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UU","11.UU.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T2","12.T2.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T3","12.T3.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UI","12.UI.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UL","12.UL.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UU","12.UU.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T0","2.T0.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T2","2.T2.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T3","2.T3.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UI","2.UI.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UL","2.UL.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UU","2.UU.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T0","3.T0.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T2","3.T2.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T3","3.T3.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UI","3.UI.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UL","3.UL.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UU","3.UU.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T0","4.T0.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T2","4.T2.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T3","4.T3.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UI","4.UI.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UL","4.UL.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UU","4.UU.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T0","5.T0.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T2","5.T2.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T3","5.T3.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UI","5.UI.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UL","5.UL.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UU","5.UU.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T0","6.T0.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T2","6.T2.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T3","6.T3.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UI","6.UI.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UL","6.UL.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","UU","6.UU.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0",""
"11-Ska-mjp-1","T0","7.T0.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T2","7.T2.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T3","7.T3.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UI","7.UI.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UL","7.UL.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UU","7.UU.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T0","8.T0.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T2","8.T2.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T3","8.T3.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UI","8.UI.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UL","8.UL.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UU","8.UU.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T0","9.T0.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T2","9.T2.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","T3","9.T3.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UI","9.UI.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UL","9.UL.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-Ska-mjp-1","UU","9.UU.11-Ska-mjp-1.2.R","11-Ska-mjp-1.2.R","Avalon Airport","1",""
"11-SKY-mjp-1","T0","1.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T2","1.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T3","1.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UI","1.UI.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UL","1.UL.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UU","1.UU.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T0","10.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T2","10.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T3","10.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UI","10.UI.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UL","10.UL.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UU","10.UU.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T0","100.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T2","100.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T3","100.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UI","100.UI.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UL","100.UL.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UU","100.UU.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T0","101.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T2","101.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T3","101.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UI","101.UI.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UL","101.UL.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UU","101.UU.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T0","102.T0.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T2","102.T2.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","T3","102.T3.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UI","102.UI.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UL","102.UL.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
"11-SKY-mjp-1","UU","102.UU.11-SKY-mjp-1.1.H","11-SKY-mjp-1.1.H","City","0",""
