property_url,name,property_type,cost_text,latitude,longitude,bed_info,bath_info,parking,date_available,desc
https://www.domain.com.au/l602-12-caulfield-boulevard-caulfield-north-vic-3161-17192077,"L602/12 Caulfield Boulevard, Caulfield North VIC 3161",Apartment / Unit / Flat,$1250 per week - 4 Weeks Rent Free*,-37.8757548,145.0392758,3 Beds,2 Baths,1 Parking,Available Now,Leasing Manager Caufield
https://www.domain.com.au/h201-16-hayward-street-caulfield-north-vic-3161-17192065,"H201/16 Hayward Street, Caulfield North VIC 3161",Apartment / Unit / Flat,$1100 p/w - 4 Weeks Rent Free*,-37.8726442,145.0247002,2 Beds,2 Baths,1 Parking,Available Now,Leasing Manager Caufield
https://www.domain.com.au/19-21-tintern-avenue-toorak-vic-3142-17192054,"19/21 Tintern Avenue, Toorak VIC 3142",Apartment / Unit / Flat,$450 pw,-37.8427368,145.0059009,1 Bed,1 Bath,N/A,"Wednesday, 2nd October 2024",Artem Chereshkov
https://www.domain.com.au/l204-8-caulfield-boulevard-caulfield-north-vic-3161-17192051,"L204/8 Caulfield Boulevard, Caulfield North VIC 3161",Apartment / Unit / Flat,4 weeks rent free* From $615 pw,-37.875941,145.0389991,0 Beds,1 Bath,N/A,Available Now,Leasing Manager Caufield
https://www.domain.com.au/g305-11-normanby-road-caulfield-north-vic-3161-17192037,"G305/11 Normanby Road, Caulfield North VIC 3161",Apartment / Unit / Flat,From $650 - 4 WEEKS RENT FREE*,-37.8752814,145.038774,1 Bed,1 Bath,N/A,Available Now,Leasing Manager Caufield
https://www.domain.com.au/7-132-mitford-street-elwood-vic-3184-17191939,"7/132 Mitford Street, Elwood VIC 3184",Apartment / Unit / Flat,$500.00,-37.8805479,144.987263,2 Beds,1 Bath,1 Parking,"Tuesday, 17th September 2024",Richard Beck
https://www.domain.com.au/108-24-barkly-place-carlton-vic-3053-17191829,"108/24 Barkly Place, Carlton VIC 3053",Apartment / Unit / Flat,$350.00,-37.8030467,144.961545,1 Bed,1 Bath,N/A,"Friday, 13th September 2024",Kerttu  Luik
https://www.domain.com.au/3-778-780-hampton-street-brighton-vic-3186-17191821,"3/778-780 Hampton Street, Brighton VIC 3186",Apartment / Unit / Flat,$620.00,-37.917752,145.006873,2 Beds,1 Bath,1 Parking,"Sunday, 22nd September 2024",Kim Britt
https://www.domain.com.au/5-162-lygon-street-brunswick-east-vic-3057-17191814,"5/162 Lygon Street, Brunswick East VIC 3057",Apartment / Unit / Flat,$500,-37.7731749,144.9716384,2 Beds,1 Bath,1 Parking,"Saturday, 7th September 2024",Christian Neofotistos
https://www.domain.com.au/309a-33-inkerman-street-st-kilda-vic-3182-17191756,"309a/33 Inkerman Street, St Kilda VIC 3182",Apartment / Unit / Flat,$660.00,-37.8643939,144.9831423,2 Beds,1 Bath,1 Parking,"Tuesday, 1st October 2024",Kerttu  Luik
https://www.domain.com.au/23-1-sandilands-street-south-melbourne-vic-3205-17191748,"23/1 Sandilands Street, South Melbourne VIC 3205",Apartment / Unit / Flat,$475.00,-37.8362224,144.9683786,1 Bed,1 Bath,1 Parking,"Saturday, 28th September 2024",Kerttu  Luik
https://www.domain.com.au/7-9-11-vale-street-st-kilda-vic-3182-17191746,"7/9-11 Vale Street, St Kilda VIC 3182",Apartment / Unit / Flat,$725.00,-37.866256,144.982408,2 Beds,1 Bath,2 Parking,"Friday, 13th September 2024",Kerttu  Luik
https://www.domain.com.au/313-9-commercial-road-melbourne-vic-3004-17191730,"313/9 Commercial Road, Melbourne VIC 3004",Apartment / Unit / Flat,$490 Per Week,-37.8452869,144.9797891,1 Bed,1 Bath,1 Parking,"Wednesday, 11th September 2024",Frazer Downes
https://www.domain.com.au/33-willana-avenue-hamlyn-heights-vic-3215-17191674,"33 Willana Avenue, Hamlyn Heights VIC 3215",Apartment / Unit / Flat,$320.00,-38.11956960000001,144.3296957,1 Bed,1 Bath,4 Parking,"Monday, 23rd September 2024",Tim Callander
