route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
"6-BM4-mjp-1","T3_2","18.T3.6-BM4-mjp-1.2.R","6-BM4-mjp-1.2.R","Telford Park","1","39"
"6-BM4-mjp-1","UI_2","18.UI.6-BM4-mjp-1.2.R","6-BM4-mjp-1.2.R","Telford Park","1","51"
"6-BM4-mjp-1","UL_2","18.UL.6-BM4-mjp-1.2.R","6-BM4-mjp-1.2.R","Telford Park","1","63"
"6-BM4-mjp-1","UU_2","18.UU.6-BM4-mjp-1.2.R","6-BM4-mjp-1.2.R","Telford Park","1","75"
"6-BM4-mjp-1","T0_2","19.T0.6-BM4-mjp-1.1.H","6-BM4-mjp-1.1.H","Bacchus Marsh Station","0","19"
"6-BM4-mjp-1","T2_2","19.T2.6-BM4-mjp-1.2.R","6-BM4-mjp-1.2.R","Telford Park","1","28"
"6-BM4-mjp-1","T3_2","19.T3.6-BM4-mjp-1.2.R","6-BM4-mjp-1.2.R","Telford Park","1","40"
"6-BM4-mjp-1","UI_2","19.UI.6-BM4-mjp-1.2.R","6-BM4-mjp-1.2.R","Telford Park","1","52"
"6-BM4-mjp-1","UL_2","19.UL.6-BM4-mjp-1.2.R","6-BM4-mjp-1.2.R","Telford Park","1","64"
"6-BM4-mjp-1","UU_2","19.UU.6-BM4-mjp-1.2.R","6-BM4-mjp-1.2.R","Telford Park","1","76"
"6-BM4-mjp-1","T0_2","2.T0.6-BM4-mjp-1.1.H","6-BM4-mjp-1.1.H","Bacchus Marsh Station","0","2"
