route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
"5-ABY-mjp-2","T0_1","6.T0.5-ABY-mjp-2.6.R","5-ABY-mjp-2.6.R","Albury","1",""
"5-ABY-mjp-3","T2","1.T2.5-ABY-mjp-3.1.H","5-ABY-mjp-3.1.H","Melbourne","0",""
"5-ABY-mjp-3","T2","2.T2.5-ABY-mjp-3.2.H","5-ABY-mjp-3.2.H","Melbourne","0",""
"5-ABY-mjp-3","T2","3.T2.5-ABY-mjp-3.3.R","5-ABY-mjp-3.3.R","Albury","1",""
"5-ABY-mjp-3","T2","4.T2.5-ABY-mjp-3.4.R","5-ABY-mjp-3.4.R","Albury","1",""
"5-ABY-mjp-4","T3","1.T3.5-ABY-mjp-4.1.H","5-ABY-mjp-4.1.H","Melbourne","0",""
"5-ABY-mjp-4","T3","2.T3.5-ABY-mjp-4.2.H","5-ABY-mjp-4.2.H","Melbourne","0",""
"5-ABY-mjp-4","T3","3.T3.5-ABY-mjp-4.3.R","5-ABY-mjp-4.3.R","Albury","1",""
"5-ABY-mjp-4","T3","4.T3.5-ABY-mjp-4.4.R","5-ABY-mjp-4.4.R","Albury","1",""
"5-ABY-mjp-5","T0_2","1.T0.5-ABY-mjp-5.1.H","5-ABY-mjp-5.1.H","Melbourne","0",""
"5-ABY-mjp-5","T0_2","2.T0.5-ABY-mjp-5.2.H","5-ABY-mjp-5.2.H","Melbourne","0",""
"5-ABY-mjp-5","T0_2","3.T0.5-ABY-mjp-5.3.H","5-ABY-mjp-5.3.H","Melbourne","0",""
"5-ABY-mjp-5","T0_2","4.T0.5-ABY-mjp-5.4.R","5-ABY-mjp-5.4.R","Albury","1",""
"5-ABY-mjp-5","T0_2","5.T0.5-ABY-mjp-5.5.R","5-ABY-mjp-5.5.R","Albury","1",""
"5-ABY-mjp-5","T0_2","6.T0.5-ABY-mjp-5.6.R","5-ABY-mjp-5.6.R","Albury","1",""
"5-ABY-mjp-6","T0_3","1.T0.5-ABY-mjp-6.2.H","5-ABY-mjp-6.2.H","Melbourne","0",""
"5-ABY-mjp-6","T2_1","1.T2.5-ABY-mjp-6.1.H","5-ABY-mjp-6.1.H","Melbourne","0",""
"5-ABY-mjp-6","T0_3","2.T0.5-ABY-mjp-6.3.H","5-ABY-mjp-6.3.H","Melbourne","0",""
"5-ABY-mjp-6","T2_1","2.T2.5-ABY-mjp-6.3.H","5-ABY-mjp-6.3.H","Melbourne","0",""
"5-ABY-mjp-6","T0_3","3.T0.5-ABY-mjp-6.4.H","5-ABY-mjp-6.4.H","Melbourne","0",""
"5-ABY-mjp-6","T2_1","3.T2.5-ABY-mjp-6.5.R","5-ABY-mjp-6.5.R","Albury","1",""
"5-ABY-mjp-6","T0_3","4.T0.5-ABY-mjp-6.6.R","5-ABY-mjp-6.6.R","Albury","1",""
"5-ABY-mjp-6","T2_1","4.T2.5-ABY-mjp-6.6.R","5-ABY-mjp-6.6.R","Albury","1",""
"5-ABY-mjp-6","T0_3","5.T0.5-ABY-mjp-6.7.R","5-ABY-mjp-6.7.R","Albury","1",""
"5-ABY-mjp-6","T0_3","6.T0.5-ABY-mjp-6.8.R","5-ABY-mjp-6.8.R","Albury","1",""
"5-ABY-mjp-7","T0_4","1.T0.5-ABY-mjp-7.2.H","5-ABY-mjp-7.2.H","Melbourne","0",""
"5-ABY-mjp-7","T3_1","1.T3.5-ABY-mjp-7.1.H","5-ABY-mjp-7.1.H","Melbourne","0",""
"5-ABY-mjp-7","T0_4","2.T0.5-ABY-mjp-7.3.H","5-ABY-mjp-7.3.H","Melbourne","0",""
"5-ABY-mjp-7","T3_1","2.T3.5-ABY-mjp-7.3.H","5-ABY-mjp-7.3.H","Melbourne","0",""
"5-ABY-mjp-7","T0_4","3.T0.5-ABY-mjp-7.4.H","5-ABY-mjp-7.4.H","Melbourne","0",""
"5-ABY-mjp-7","T3_1","3.T3.5-ABY-mjp-7.5.R","5-ABY-mjp-7.5.R","Albury","1",""
"5-ABY-mjp-7","T0_4","4.T0.5-ABY-mjp-7.6.R","5-ABY-mjp-7.6.R","Albury","1",""
"5-ABY-mjp-7","T3_1","4.T3.5-ABY-mjp-7.6.R","5-ABY-mjp-7.6.R","Albury","1",""
"5-ABY-mjp-7","T0_4","5.T0.5-ABY-mjp-7.7.R","5-ABY-mjp-7.7.R","Albury","1",""
"5-ABY-mjp-7","T0_4","6.T0.5-ABY-mjp-7.8.R","5-ABY-mjp-7.8.R","Albury","1",""
"5-ABY-mjp-8","T0_5","1.T0.5-ABY-mjp-8.1.H","5-ABY-mjp-8.1.H","Melbourne","0",""
"5-ABY-mjp-8","T0_5","2.T0.5-ABY-mjp-8.2.H","5-ABY-mjp-8.2.H","Melbourne","0",""
"5-ABY-mjp-8","T0_5","3.T0.5-ABY-mjp-8.3.H","5-ABY-mjp-8.3.H","Melbourne","0",""
"5-ABY-mjp-8","T0_5","4.T0.5-ABY-mjp-8.4.R","5-ABY-mjp-8.4.R","Albury","1",""
"5-ABY-mjp-8","T0_5","5.T0.5-ABY-mjp-8.5.R","5-ABY-mjp-8.5.R","Albury","1",""
"5-ABY-mjp-8","T0_5","6.T0.5-ABY-mjp-8.6.R","5-ABY-mjp-8.6.R","Albury","1",""
"5-ABY-mjp-9","T0_6","1.T0.5-ABY-mjp-9.2.H","5-ABY-mjp-9.2.H","Melbourne","0",""
"5-ABY-mjp-9","T2_2","1.T2.5-ABY-mjp-9.1.H","5-ABY-mjp-9.1.H","Melbourne","0",""
"5-ABY-mjp-9","T3_2","1.T3.5-ABY-mjp-9.1.H","5-ABY-mjp-9.1.H","Melbourne","0",""
"5-ABY-mjp-9","T0_6","2.T0.5-ABY-mjp-9.3.H","5-ABY-mjp-9.3.H","Melbourne","0",""
"5-ABY-mjp-9","T2_2","2.T2.5-ABY-mjp-9.3.H","5-ABY-mjp-9.3.H","Melbourne","0",""
"5-ABY-mjp-9","T3_2","2.T3.5-ABY-mjp-9.3.H","5-ABY-mjp-9.3.H","Melbourne","0",""
"5-ABY-mjp-9","T0_6","3.T0.5-ABY-mjp-9.4.H","5-ABY-mjp-9.4.H","Melbourne","0",""
"5-ABY-mjp-9","T2_2","3.T2.5-ABY-mjp-9.5.R","5-ABY-mjp-9.5.R","Albury","1",""
"5-ABY-mjp-9","T3_2","3.T3.5-ABY-mjp-9.5.R","5-ABY-mjp-9.5.R","Albury","1",""
"5-ABY-mjp-9","T0_6","4.T0.5-ABY-mjp-9.6.R","5-ABY-mjp-9.6.R","Albury","1",""
"5-ABY-mjp-9","T2_2","4.T2.5-ABY-mjp-9.6.R","5-ABY-mjp-9.6.R","Albury","1",""
"5-ABY-mjp-9","T3_2","4.T3.5-ABY-mjp-9.6.R","5-ABY-mjp-9.6.R","Albury","1",""
"5-ABY-mjp-9","T0_6","5.T0.5-ABY-mjp-9.7.R","5-ABY-mjp-9.7.R","Albury","1",""
"5-ABY-mjp-9","T0_6","6.T0.5-ABY-mjp-9.8.R","5-ABY-mjp-9.8.R","Albury","1",""
"5-als-mjp-1","T0","1.T0.5-als-mjp-1.1.H","5-als-mjp-1.1.H","Seymour","0",""
"5-als-mjp-1","T0","2.T0.5-als-mjp-1.2.R","5-als-mjp-1.2.R","Alexandra","1",""
"5-als-mjp-2","T0_1","1.T0.5-als-mjp-2.1.H","5-als-mjp-2.1.H","Seymour","0",""
"5-als-mjp-2","T0_1","2.T0.5-als-mjp-2.2.R","5-als-mjp-2.2.R","Alexandra","1",""
"5-als-mjp-3","T0+WD04","1.T0.5-als-mjp-3.1.H","5-als-mjp-3.1.H","Seymour","0",""
"5-als-mjp-3","T0+WD7B","2.T0.5-als-mjp-3.1.H","5-als-mjp-3.1.H","Seymour","0",""
"5-als-mjp-3","T0_2","3.T0.5-als-mjp-3.2.R","5-als-mjp-3.2.R","Alexandra","1",""
"5-als-mjp-4","T0_3","1.T0.5-als-mjp-4.1.H","5-als-mjp-4.1.H","Seymour","0",""
"5-als-mjp-4","T0_3","2.T0.5-als-mjp-4.2.R","5-als-mjp-4.2.R","Alexandra","1",""
"5-als-mjp-5","T0_4","1.T0.5-als-mjp-5.1.H","5-als-mjp-5.1.H","Seymour","0",""
"5-als-mjp-5","T0_4","2.T0.5-als-mjp-5.2.R","5-als-mjp-5.2.R","Alexandra","1",""
"5-als-mjp-6","T0_5","1.T0.5-als-mjp-6.1.H","5-als-mjp-6.1.H","Seymour","0",""
"5-als-mjp-6","T0_5","2.T0.5-als-mjp-6.2.R","5-als-mjp-6.2.R","Alexandra","1",""
"5-als-mjp-7","T0+WD04_1","1.T0.5-als-mjp-7.1.H","5-als-mjp-7.1.H","Seymour","0",""
"5-als-mjp-7","T0+WD7B_1","2.T0.5-als-mjp-7.1.H","5-als-mjp-7.1.H","Seymour","0",""
"5-als-mjp-7","T0_6","3.T0.5-als-mjp-7.2.R","5-als-mjp-7.2.R","Alexandra","1",""
"5-als-mjp-8","T0+WD04_2","1.T0.5-als-mjp-8.1.H","5-als-mjp-8.1.H","Seymour","0",""
"5-als-mjp-8","T0+WD7B_2","2.T0.5-als-mjp-8.1.H","5-als-mjp-8.1.H","Seymour","0",""
"5-als-mjp-8","T0_7","3.T0.5-als-mjp-8.2.R","5-als-mjp-8.2.R","Alexandra","1",""
"5-als-mjp-9","T0+WD04_3","1.T0.5-als-mjp-9.1.H","5-als-mjp-9.1.H","Seymour","0",""
"5-als-mjp-9","T0+WD7B_3","2.T0.5-als-mjp-9.1.H","5-als-mjp-9.1.H","Seymour","0",""
"5-als-mjp-9","T0_8","3.T0.5-als-mjp-9.2.R","5-als-mjp-9.2.R","Alexandra","1",""
"5-ART-mjp-1","T0","1.T0.5-ART-mjp-1.1.H","5-ART-mjp-1.1.H","Ararat","0",""
"5-ART-mjp-1","T0","2.T0.5-ART-mjp-1.2.R","5-ART-mjp-1.2.R","Melbourne","1",""
"5-ART-mjp-10","T0_7","1.T0.5-ART-mjp-10.1.H","5-ART-mjp-10.1.H","Ararat","0",""
"5-ART-mjp-10","T2_3","1.T2.5-ART-mjp-10.1.H","5-ART-mjp-10.1.H","Ararat","0",""
"5-ART-mjp-10","T3_3","1.T3.5-ART-mjp-10.1.H","5-ART-mjp-10.1.H","Ararat","0",""
"5-ART-mjp-10","T0_7","2.T0.5-ART-mjp-10.2.R","5-ART-mjp-10.2.R","Melbourne","1",""
"5-ART-mjp-10","T2_3","2.T2.5-ART-mjp-10.1.H","5-ART-mjp-10.1.H","Ararat","0",""
"5-ART-mjp-10","T3_3","2.T3.5-ART-mjp-10.1.H","5-ART-mjp-10.1.H","Ararat","0",""
"5-ART-mjp-10","T2_3","3.T2.5-ART-mjp-10.2.R","5-ART-mjp-10.2.R","Melbourne","1",""
"5-ART-mjp-10","T3_3","3.T3.5-ART-mjp-10.2.R","5-ART-mjp-10.2.R","Melbourne","1",""
"5-ART-mjp-10","T2_3","4.T2.5-ART-mjp-10.2.R","5-ART-mjp-10.2.R","Melbourne","1",""
"5-ART-mjp-10","T3_3","4.T3.5-ART-mjp-10.2.R","5-ART-mjp-10.2.R","Melbourne","1",""
"5-ART-mjp-11","T0_8","1.T0.5-ART-mjp-11.1.H","5-ART-mjp-11.1.H","Ararat","0",""
"5-ART-mjp-11","T2_4","1.T2.5-ART-mjp-11.1.H","5-ART-mjp-11.1.H","Ararat","0",""
"5-ART-mjp-11","T3_4","1.T3.5-ART-mjp-11.1.H","5-ART-mjp-11.1.H","Ararat","0",""
"5-ART-mjp-11","T0_8","2.T0.5-ART-mjp-11.2.R","5-ART-mjp-11.2.R","Melbourne","1",""
"5-ART-mjp-11","T2_4","2.T2.5-ART-mjp-11.1.H","5-ART-mjp-11.1.H","Ararat","0",""
"5-ART-mjp-11","T3_4","2.T3.5-ART-mjp-11.1.H","5-ART-mjp-11.1.H","Ararat","0",""
"5-ART-mjp-11","T2_4","3.T2.5-ART-mjp-11.2.R","5-ART-mjp-11.2.R","Melbourne","1",""
"5-ART-mjp-11","T3_4","3.T3.5-ART-mjp-11.2.R","5-ART-mjp-11.2.R","Melbourne","1",""
"5-ART-mjp-11","T2_4","4.T2.5-ART-mjp-11.2.R","5-ART-mjp-11.2.R","Melbourne","1",""
"5-ART-mjp-11","T3_4","4.T3.5-ART-mjp-11.2.R","5-ART-mjp-11.2.R","Melbourne","1",""
"5-ART-mjp-2","T0_1","1.T0.5-ART-mjp-2.1.H","5-ART-mjp-2.1.H","Ararat","0",""
"5-ART-mjp-2","T0_1","2.T0.5-ART-mjp-2.2.R","5-ART-mjp-2.2.R","Melbourne","1",""
"5-ART-mjp-3","T2","1.T2.5-ART-mjp-3.1.H","5-ART-mjp-3.1.H","Ararat","0",""
"5-ART-mjp-3","T2","2.T2.5-ART-mjp-3.1.H","5-ART-mjp-3.1.H","Ararat","0",""
"5-ART-mjp-3","T2","3.T2.5-ART-mjp-3.2.R","5-ART-mjp-3.2.R","Melbourne","1",""
"5-ART-mjp-3","T2","4.T2.5-ART-mjp-3.2.R","5-ART-mjp-3.2.R","Melbourne","1",""
"5-ART-mjp-4","T3","1.T3.5-ART-mjp-4.1.H","5-ART-mjp-4.1.H","Ararat","0",""
"5-ART-mjp-4","T3","2.T3.5-ART-mjp-4.1.H","5-ART-mjp-4.1.H","Ararat","0",""
"5-ART-mjp-4","T3","3.T3.5-ART-mjp-4.2.R","5-ART-mjp-4.2.R","Melbourne","1",""
"5-ART-mjp-4","T3","4.T3.5-ART-mjp-4.2.R","5-ART-mjp-4.2.R","Melbourne","1",""
"5-ART-mjp-5","T0_2","1.T0.5-ART-mjp-5.1.H","5-ART-mjp-5.1.H","Ararat","0",""
"5-ART-mjp-5","T0_2","2.T0.5-ART-mjp-5.2.R","5-ART-mjp-5.2.R","Melbourne","1",""
"5-ART-mjp-6","T0_3","1.T0.5-ART-mjp-6.1.H","5-ART-mjp-6.1.H","Ararat","0",""
"5-ART-mjp-6","T2_1","1.T2.5-ART-mjp-6.1.H","5-ART-mjp-6.1.H","Ararat","0",""
"5-ART-mjp-6","T0_3","2.T0.5-ART-mjp-6.2.R","5-ART-mjp-6.2.R","Melbourne","1",""
"5-ART-mjp-6","T2_1","2.T2.5-ART-mjp-6.1.H","5-ART-mjp-6.1.H","Ararat","0",""
"5-ART-mjp-6","T2_1","3.T2.5-ART-mjp-6.2.R","5-ART-mjp-6.2.R","Melbourne","1",""
"5-ART-mjp-6","T2_1","4.T2.5-ART-mjp-6.2.R","5-ART-mjp-6.2.R","Melbourne","1",""
"5-ART-mjp-7","T0_4","1.T0.5-ART-mjp-7.1.H","5-ART-mjp-7.1.H","Ararat","0",""
"5-ART-mjp-7","T3_1","1.T3.5-ART-mjp-7.1.H","5-ART-mjp-7.1.H","Ararat","0",""
"5-ART-mjp-7","T0_4","2.T0.5-ART-mjp-7.2.R","5-ART-mjp-7.2.R","Melbourne","1",""
"5-ART-mjp-7","T3_1","2.T3.5-ART-mjp-7.1.H","5-ART-mjp-7.1.H","Ararat","0",""
"5-ART-mjp-7","T3_1","3.T3.5-ART-mjp-7.2.R","5-ART-mjp-7.2.R","Melbourne","1",""
"5-ART-mjp-7","T3_1","4.T3.5-ART-mjp-7.2.R","5-ART-mjp-7.2.R","Melbourne","1",""
"5-ART-mjp-8","T0_5","1.T0.5-ART-mjp-8.1.H","5-ART-mjp-8.1.H","Ararat","0",""
"5-ART-mjp-8","T0_5","2.T0.5-ART-mjp-8.2.R","5-ART-mjp-8.2.R","Melbourne","1",""
"5-ART-mjp-9","T0_6","1.T0.5-ART-mjp-9.1.H","5-ART-mjp-9.1.H","Ararat","0",""
"5-ART-mjp-9","T2_2","1.T2.5-ART-mjp-9.1.H","5-ART-mjp-9.1.H","Ararat","0",""
"5-ART-mjp-9","T3_2","1.T3.5-ART-mjp-9.1.H","5-ART-mjp-9.1.H","Ararat","0",""
"5-ART-mjp-9","T0_6","2.T0.5-ART-mjp-9.2.R","5-ART-mjp-9.2.R","Melbourne","1",""
"5-ART-mjp-9","T2_2","2.T2.5-ART-mjp-9.1.H","5-ART-mjp-9.1.H","Ararat","0",""
"5-ART-mjp-9","T3_2","2.T3.5-ART-mjp-9.1.H","5-ART-mjp-9.1.H","Ararat","0",""
"5-ART-mjp-9","T2_2","3.T2.5-ART-mjp-9.2.R","5-ART-mjp-9.2.R","Melbourne","1",""
"5-ART-mjp-9","T3_2","3.T3.5-ART-mjp-9.2.R","5-ART-mjp-9.2.R","Melbourne","1",""
"5-ART-mjp-9","T2_2","4.T2.5-ART-mjp-9.2.R","5-ART-mjp-9.2.R","Melbourne","1",""
"5-ART-mjp-9","T3_2","4.T3.5-ART-mjp-9.2.R","5-ART-mjp-9.2.R","Melbourne","1",""
"5-BAT-mjp-1","T0","1.T0.5-BAT-mjp-1.2.R","5-BAT-mjp-1.2.R","Melbourne","1",""
"5-BAT-mjp-10","T0+WD10_2","1.T0.5-BAT-mjp-10.1.H","5-BAT-mjp-10.1.H","Ballarat","0",""
"5-BAT-mjp-10","T2_3","1.T2.5-BAT-mjp-10.1.H","5-BAT-mjp-10.1.H","Ballarat","0",""
"5-BAT-mjp-10","T3_3","1.T3.5-BAT-mjp-10.1.H","5-BAT-mjp-10.1.H","Ballarat","0",""
"5-BAT-mjp-10","T0_7","2.T0.5-BAT-mjp-10.2.R","5-BAT-mjp-10.2.R","Melbourne","1",""
"5-BAT-mjp-10","T2_3","2.T2.5-BAT-mjp-10.1.H","5-BAT-mjp-10.1.H","Ballarat","0",""
"5-BAT-mjp-11","T0+WD10_3","1.T0.5-BAT-mjp-11.1.H","5-BAT-mjp-11.1.H","Ballarat","0",""
"5-BAT-mjp-11","T2_4","1.T2.5-BAT-mjp-11.1.H","5-BAT-mjp-11.1.H","Ballarat","0",""
"5-BAT-mjp-11","T3_4","1.T3.5-BAT-mjp-11.1.H","5-BAT-mjp-11.1.H","Ballarat","0",""
"5-BAT-mjp-11","T0_8","2.T0.5-BAT-mjp-11.2.R","5-BAT-mjp-11.2.R","Melbourne","1",""
"5-BAT-mjp-11","T2_4","2.T2.5-BAT-mjp-11.1.H","5-BAT-mjp-11.1.H","Ballarat","0",""
"5-BAT-mjp-2","T0_1","1.T0.5-BAT-mjp-2.1.H","5-BAT-mjp-2.1.H","Ballarat","0",""
"5-BAT-mjp-2","T0_1","2.T0.5-BAT-mjp-2.2.R","5-BAT-mjp-2.2.R","Melbourne","1",""
"5-BAT-mjp-3","T2","1.T2.5-BAT-mjp-3.1.H","5-BAT-mjp-3.1.H","Ballarat","0",""
"5-BAT-mjp-3","T2","2.T2.5-BAT-mjp-3.1.H","5-BAT-mjp-3.1.H","Ballarat","0",""
"5-BAT-mjp-4","T3","1.T3.5-BAT-mjp-4.1.H","5-BAT-mjp-4.1.H","Ballarat","0",""
"5-BAT-mjp-5","T0_2","1.T0.5-BAT-mjp-5.2.R","5-BAT-mjp-5.2.R","Melbourne","1",""
"5-BAT-mjp-6","T0+WD10","1.T0.5-BAT-mjp-6.1.H","5-BAT-mjp-6.1.H","Ballarat","0",""
"5-BAT-mjp-6","T2_1","1.T2.5-BAT-mjp-6.1.H","5-BAT-mjp-6.1.H","Ballarat","0",""
"5-BAT-mjp-6","T0_3","2.T0.5-BAT-mjp-6.2.R","5-BAT-mjp-6.2.R","Melbourne","1",""
"5-BAT-mjp-6","T2_1","2.T2.5-BAT-mjp-6.1.H","5-BAT-mjp-6.1.H","Ballarat","0",""
"5-BAT-mjp-7","T0_4","1.T0.5-BAT-mjp-7.2.H","5-BAT-mjp-7.2.H","Ballarat","0",""
"5-BAT-mjp-7","T3_1","1.T3.5-BAT-mjp-7.1.H","5-BAT-mjp-7.1.H","Ballarat","0",""
"5-BAT-mjp-7","T0_4","10.T0.5-BAT-mjp-7.4.R","5-BAT-mjp-7.4.R","Melbourne","1",""
