trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
"1.T0.5-995-mjp-4.1.H","07:40:00","07:40:00","36495","2","","0","1","1295.07"
"1.T0.5-995-mjp-4.1.H","08:09:00","08:09:00","36550","3","","0","0","30514.75"
"1.T0.5-995-mjp-4.1.H","08:44:00","08:44:00","22955","4","","0","0","79191.79"
"1.T0.5-995-mjp-4.1.H","08:52:00","08:52:00","22956","5","","0","0","89963.22"
"1.T0.5-995-mjp-4.1.H","08:58:00","08:58:00","22957","6","","0","0","96160.11"
"1.T0.5-995-mjp-4.1.H","09:15:00","09:15:00","17753","7","","0","0","116062.16"
"1.T0.5-995-mjp-4.1.H","09:40:00","10:05:00","17754","8","","0","0","147212.37"
"1.T0.5-995-mjp-4.1.H","10:51:00","10:51:00","17806","9","","0","0","211760.33"
"1.T0.5-995-mjp-4.1.H","11:01:00","11:01:00","22958","10","","0","0","224270.67"
"1.T0.5-995-mjp-4.1.H","11:16:00","11:16:00","22959","11","","0","0","244541.37"
"1.T0.5-995-mjp-4.1.H","11:27:00","11:27:00","36907","12","","1","0","259665.67"
"1.T0.5-995-mjp-4.1.H","11:30:00","11:30:00","17799","13","","1","0","260666.40"
"1.T0.5-995-mjp-5.1.H","07:25:00","07:25:00","36381","1","","0","0","0.00"
"1.T0.5-995-mjp-5.1.H","07:40:00","07:40:00","36495","2","","0","1","1295.07"
"1.T0.5-995-mjp-5.1.H","08:09:00","08:09:00","36550","3","","0","0","30514.75"
"1.T0.5-995-mjp-5.1.H","08:44:00","08:44:00","22955","4","","0","0","79191.79"
"1.T0.5-995-mjp-5.1.H","08:52:00","08:52:00","22956","5","","0","0","89963.22"
"1.T0.5-995-mjp-5.1.H","08:58:00","08:58:00","22957","6","","0","0","96160.11"
"1.T0.5-995-mjp-5.1.H","09:15:00","09:15:00","17753","7","","0","0","116062.16"
"1.T0.5-995-mjp-5.1.H","09:40:00","10:05:00","17754","8","","0","0","147212.37"
"1.T0.5-995-mjp-5.1.H","10:51:00","10:51:00","17806","9","","0","0","211760.33"
"1.T0.5-995-mjp-5.1.H","11:01:00","11:01:00","22958","10","","0","0","224270.67"
"1.T0.5-995-mjp-5.1.H","11:16:00","11:16:00","22959","11","","0","0","244541.37"
"1.T0.5-995-mjp-5.1.H","11:27:00","11:27:00","36907","12","","1","0","259665.67"
"1.T0.5-995-mjp-5.1.H","11:30:00","11:30:00","17799","13","","1","0","260666.40"
"1.T0.5-995-mjp-6.1.H","07:25:00","07:25:00","36381","1","","0","0","0.00"
"1.T0.5-995-mjp-6.1.H","07:40:00","07:40:00","36495","2","","0","1","1295.07"
"1.T0.5-995-mjp-6.1.H","08:09:00","08:09:00","36550","3","","0","0","30514.75"
"1.T0.5-995-mjp-6.1.H","08:44:00","08:44:00","22955","4","","0","0","79191.79"
"1.T0.5-995-mjp-6.1.H","08:52:00","08:52:00","22956","5","","0","0","89963.22"
"1.T0.5-995-mjp-6.1.H","08:58:00","08:58:00","22957","6","","0","0","96160.11"
"1.T0.5-995-mjp-6.1.H","09:15:00","09:15:00","17753","7","","0","0","116062.16"
"1.T0.5-995-mjp-6.1.H","09:40:00","10:05:00","17754","8","","0","0","147212.37"
"1.T0.5-995-mjp-6.1.H","10:51:00","10:51:00","17806","9","","0","0","211760.33"
"1.T0.5-995-mjp-6.1.H","11:01:00","11:01:00","22958","10","","0","0","224270.67"
"1.T0.5-995-mjp-6.1.H","11:16:00","11:16:00","22959","11","","0","0","244541.37"
"1.T0.5-995-mjp-6.1.H","11:27:00","11:27:00","36907","12","","1","0","259665.67"
"1.T0.5-995-mjp-6.1.H","11:30:00","11:30:00","17799","13","","1","0","260666.40"
"1.T0.5-995-mjp-8.1.H","07:25:00","07:25:00","36381","1","","0","0","0.00"
"1.T0.5-995-mjp-8.1.H","07:40:00","07:40:00","36495","2","","0","1","1295.07"
"1.T0.5-995-mjp-8.1.H","08:09:00","08:09:00","36550","3","","0","0","30514.75"
"1.T0.5-995-mjp-8.1.H","08:44:00","08:44:00","22955","4","","0","0","79191.79"
"1.T0.5-995-mjp-8.1.H","08:52:00","08:52:00","22956","5","","0","0","89963.22"
"1.T0.5-995-mjp-8.1.H","08:58:00","08:58:00","22957","6","","0","0","96160.11"
"1.T0.5-995-mjp-8.1.H","09:15:00","09:15:00","17753","7","","0","0","116062.16"
"1.T0.5-995-mjp-8.1.H","09:40:00","10:05:00","17754","8","","0","0","147212.37"
"1.T0.5-995-mjp-8.1.H","10:51:00","10:51:00","17806","9","","0","0","211760.33"
"1.T0.5-995-mjp-8.1.H","11:01:00","11:01:00","22958","10","","0","0","224270.67"
"1.T0.5-995-mjp-8.1.H","11:16:00","11:16:00","22959","11","","0","0","244541.37"
"1.T0.5-995-mjp-8.1.H","11:27:00","11:27:00","36907","12","","1","0","259665.67"
"1.T0.5-995-mjp-8.1.H","11:30:00","11:30:00","17799","13","","1","0","260666.40"
"1.T0.5-995-mjp-9.1.H","07:25:00","07:25:00","36381","1","","0","0","0.00"
"1.T0.5-995-mjp-9.1.H","07:40:00","07:40:00","36495","2","","0","1","1295.07"
"1.T0.5-995-mjp-9.1.H","08:09:00","08:09:00","36550","3","","0","0","30514.75"
"1.T0.5-995-mjp-9.1.H","08:44:00","08:44:00","22955","4","","0","0","79191.79"
"1.T0.5-995-mjp-9.1.H","08:52:00","08:52:00","22956","5","","0","0","89963.22"
"1.T0.5-995-mjp-9.1.H","08:58:00","08:58:00","22957","6","","0","0","96160.11"
"1.T0.5-995-mjp-9.1.H","09:15:00","09:15:00","17753","7","","0","0","116062.16"
"1.T0.5-995-mjp-9.1.H","09:40:00","10:05:00","17754","8","","0","0","147212.37"
"1.T0.5-995-mjp-9.1.H","10:51:00","10:51:00","17806","9","","0","0","211760.33"
"1.T0.5-995-mjp-9.1.H","11:01:00","11:01:00","22958","10","","0","0","224270.67"
"1.T0.5-995-mjp-9.1.H","11:16:00","11:16:00","22959","11","","0","0","244541.37"
"1.T0.5-995-mjp-9.1.H","11:27:00","11:27:00","36907","12","","1","0","259665.67"
"1.T0.5-995-mjp-9.1.H","11:30:00","11:30:00","17799","13","","1","0","260666.40"
"1.T0.5-ABY-mjp-1.1.H","19:05:00","19:05:00","17419","1","","0","0","0.00"
"1.T0.5-ABY-mjp-1.1.H","19:20:00","19:20:00","37347","2","","0","1","9152.09"
"1.T0.5-ABY-mjp-1.1.H","19:58:00","19:58:00","37621","3","","1","0","73048.09"
"1.T0.5-ABY-mjp-1.1.H","20:00:00","20:00:00","17253","4","","1","0","74043.83"
"1.T0.5-ABY-mjp-10.2.H","19:05:00","19:05:00","17419","1","","0","0","0.00"
"1.T0.5-ABY-mjp-10.2.H","19:20:00","19:20:00","37347","2","","0","1","9152.09"
"1.T0.5-ABY-mjp-10.2.H","19:58:00","19:58:00","37621","3","","1","0","73048.09"
"1.T0.5-ABY-mjp-10.2.H","20:00:00","20:00:00","17253","4","","1","0","74043.83"
"1.T0.5-ABY-mjp-11.2.H","19:05:00","19:05:00","17419","1","","0","0","0.00"
"1.T0.5-ABY-mjp-11.2.H","19:20:00","19:20:00","37347","2","","0","1","9152.09"
"1.T0.5-ABY-mjp-11.2.H","19:58:00","19:58:00","37621","3","","1","0","73048.09"
"1.T0.5-ABY-mjp-11.2.H","20:00:00","20:00:00","17253","4","","1","0","74043.83"
"1.T0.5-ABY-mjp-2.1.H","19:05:00","19:05:00","17419","1","","0","0","0.00"
"1.T0.5-ABY-mjp-2.1.H","19:20:00","19:20:00","37347","2","","0","1","9152.09"
"1.T0.5-ABY-mjp-2.1.H","19:58:00","19:58:00","37621","3","","1","0","73048.09"
"1.T0.5-ABY-mjp-2.1.H","20:00:00","20:00:00","17253","4","","1","0","74043.83"
"1.T0.5-ABY-mjp-5.1.H","19:05:00","19:05:00","17419","1","","0","0","0.00"
"1.T0.5-ABY-mjp-5.1.H","19:20:00","19:20:00","37347","2","","0","1","9152.09"
"1.T0.5-ABY-mjp-5.1.H","19:58:00","19:58:00","37621","3","","1","0","73048.09"
"1.T0.5-ABY-mjp-5.1.H","20:00:00","20:00:00","17253","4","","1","0","74043.83"
"1.T0.5-ABY-mjp-6.2.H","19:05:00","19:05:00","17419","1","","0","0","0.00"
"1.T0.5-ABY-mjp-6.2.H","19:20:00","19:20:00","37347","2","","0","1","9152.09"
"1.T0.5-ABY-mjp-6.2.H","19:58:00","19:58:00","37621","3","","1","0","73048.09"
"1.T0.5-ABY-mjp-6.2.H","20:00:00","20:00:00","17253","4","","1","0","74043.83"
"1.T0.5-ABY-mjp-7.2.H","19:05:00","19:05:00","17419","1","","0","0","0.00"
"1.T0.5-ABY-mjp-7.2.H","19:20:00","19:20:00","37347","2","","0","1","9152.09"
"1.T0.5-ABY-mjp-7.2.H","19:58:00","19:58:00","37621","3","","1","0","73048.09"
"1.T0.5-ABY-mjp-7.2.H","20:00:00","20:00:00","17253","4","","1","0","74043.83"
"1.T0.5-ABY-mjp-8.1.H","19:05:00","19:05:00","17419","1","","0","0","0.00"
"1.T0.5-ABY-mjp-8.1.H","19:20:00","19:20:00","37347","2","","0","1","9152.09"
"1.T0.5-ABY-mjp-8.1.H","19:58:00","19:58:00","37621","3","","1","0","73048.09"
"1.T0.5-ABY-mjp-8.1.H","20:00:00","20:00:00","17253","4","","1","0","74043.83"
"1.T0.5-ABY-mjp-9.2.H","19:05:00","19:05:00","17419","1","","0","0","0.00"
"1.T0.5-ABY-mjp-9.2.H","19:20:00","19:20:00","37347","2","","0","1","9152.09"
"1.T0.5-ABY-mjp-9.2.H","19:58:00","19:58:00","37621","3","","1","0","73048.09"
"1.T0.5-ABY-mjp-9.2.H","20:00:00","20:00:00","17253","4","","1","0","74043.83"
"1.T0.5-als-mjp-1.1.H","08:58:00","08:58:00","44822","1","","0","0","0.00"
"1.T0.5-als-mjp-1.1.H","09:13:00","09:13:00","18673","2","","0","0","18393.44"
"1.T0.5-als-mjp-1.1.H","09:28:00","09:28:00","18671","3","","0","0","31478.36"
"1.T0.5-als-mjp-1.1.H","09:53:00","09:53:00","49022","4","","0","0","59003.49"
"1.T0.5-als-mjp-1.1.H","10:03:00","10:03:00","17191","5","","1","0","69249.68"
"1.T0.5-als-mjp-2.1.H","08:58:00","08:58:00","44822","1","","0","0","0.00"
"1.T0.5-als-mjp-2.1.H","09:13:00","09:13:00","18673","2","","0","0","18393.44"
"1.T0.5-als-mjp-2.1.H","09:28:00","09:28:00","18671","3","","0","0","31478.36"
"1.T0.5-als-mjp-2.1.H","09:53:00","09:53:00","49022","4","","0","0","59003.49"
"1.T0.5-als-mjp-2.1.H","10:03:00","10:03:00","17191","5","","1","0","69249.68"
"1.T0.5-als-mjp-3.1.H","08:25:00","08:25:00","44822","1","","0","0","0.00"
"1.T0.5-als-mjp-3.1.H","08:40:00","08:40:00","18673","2","","0","0","18393.44"
"1.T0.5-als-mjp-3.1.H","08:55:00","08:55:00","18671","3","","0","0","31478.36"
"1.T0.5-als-mjp-3.1.H","09:20:00","09:20:00","49022","4","","0","0","59003.49"
"1.T0.5-als-mjp-3.1.H","09:30:00","09:30:00","17191","5","","1","0","69249.68"
"1.T0.5-als-mjp-4.1.H","08:58:00","08:58:00","44822","1","","0","0","0.00"
"1.T0.5-als-mjp-4.1.H","09:13:00","09:13:00","18673","2","","0","0","18393.44"
"1.T0.5-als-mjp-4.1.H","09:28:00","09:28:00","18671","3","","0","0","31478.36"
"1.T0.5-als-mjp-4.1.H","09:53:00","09:53:00","49022","4","","0","0","59003.49"
"1.T0.5-als-mjp-4.1.H","10:03:00","10:03:00","17191","5","","1","0","69249.68"
"1.T0.5-als-mjp-5.1.H","08:58:00","08:58:00","44822","1","","0","0","0.00"
"1.T0.5-als-mjp-5.1.H","09:13:00","09:13:00","18673","2","","0","0","18393.44"
"1.T0.5-als-mjp-5.1.H","09:28:00","09:28:00","18671","3","","0","0","31478.36"
"1.T0.5-als-mjp-5.1.H","09:53:00","09:53:00","49022","4","","0","0","59003.49"
"1.T0.5-als-mjp-5.1.H","10:03:00","10:03:00","17191","5","","1","0","69249.68"
"1.T0.5-als-mjp-6.1.H","08:25:00","08:25:00","44822","1","","0","0","0.00"
"1.T0.5-als-mjp-6.1.H","08:40:00","08:40:00","18673","2","","0","0","18393.44"
"1.T0.5-als-mjp-6.1.H","08:55:00","08:55:00","18671","3","","0","0","31478.36"
"1.T0.5-als-mjp-6.1.H","09:20:00","09:20:00","49022","4","","0","0","59003.49"
"1.T0.5-als-mjp-6.1.H","09:30:00","09:30:00","17191","5","","1","0","69249.68"
"1.T0.5-als-mjp-7.1.H","08:25:00","08:25:00","44822","1","","0","0","0.00"
"1.T0.5-als-mjp-7.1.H","08:40:00","08:40:00","18673","2","","0","0","18393.44"
"1.T0.5-als-mjp-7.1.H","08:55:00","08:55:00","18671","3","","0","0","31478.36"
"1.T0.5-als-mjp-7.1.H","09:20:00","09:20:00","49022","4","","0","0","59003.49"
"1.T0.5-als-mjp-7.1.H","09:30:00","09:30:00","17191","5","","1","0","69249.68"
"1.T0.5-als-mjp-8.1.H","08:25:00","08:25:00","44822","1","","0","0","0.00"
"1.T0.5-als-mjp-8.1.H","08:40:00","08:40:00","18673","2","","0","0","18393.44"
"1.T0.5-als-mjp-8.1.H","08:55:00","08:55:00","18671","3","","0","0","31478.36"
"1.T0.5-als-mjp-8.1.H","09:20:00","09:20:00","49022","4","","0","0","59003.49"
"1.T0.5-als-mjp-8.1.H","09:30:00","09:30:00","17191","5","","1","0","69249.68"
"1.T0.5-als-mjp-9.1.H","08:25:00","08:25:00","44822","1","","0","0","0.00"
"1.T0.5-als-mjp-9.1.H","08:40:00","08:40:00","18673","2","","0","0","18393.44"
"1.T0.5-als-mjp-9.1.H","08:55:00","08:55:00","18671","3","","0","0","31478.36"
"1.T0.5-als-mjp-9.1.H","09:20:00","09:20:00","49022","4","","0","0","59003.49"
"1.T0.5-als-mjp-9.1.H","09:30:00","09:30:00","17191","5","","1","0","69249.68"
"1.T0.5-ART-mjp-1.1.H","19:04:00","19:04:00","82","1","","0","0","0.00"
"1.T0.5-ART-mjp-1.1.H","19:34:00","19:34:00","17795","2","","0","0","40546.80"
"1.T0.5-ART-mjp-1.1.H","19:42:00","19:42:00","17797","3","","0","0","49005.26"
"1.T0.5-ART-mjp-1.1.H","19:58:00","19:58:00","17798","4","","0","0","78053.14"
"1.T0.5-ART-mjp-1.1.H","20:20:00","20:20:00","17799","5","","1","0","101529.90"
"1.T0.5-ART-mjp-10.1.H","19:04:00","19:04:00","82","1","","0","0","0.00"
"1.T0.5-ART-mjp-10.1.H","19:34:00","19:34:00","17795","2","","0","0","40546.80"
"1.T0.5-ART-mjp-10.1.H","19:42:00","19:42:00","17797","3","","0","0","49005.26"
"1.T0.5-ART-mjp-10.1.H","19:58:00","19:58:00","17798","4","","0","0","78053.14"
"1.T0.5-ART-mjp-10.1.H","20:20:00","20:20:00","17799","5","","1","0","101529.90"
"1.T0.5-ART-mjp-11.1.H","19:04:00","19:04:00","82","1","","0","0","0.00"
"1.T0.5-ART-mjp-11.1.H","19:34:00","19:34:00","17795","2","","0","0","40546.80"
"1.T0.5-ART-mjp-11.1.H","19:42:00","19:42:00","17797","3","","0","0","49005.26"
"1.T0.5-ART-mjp-11.1.H","19:58:00","19:58:00","17798","4","","0","0","78053.14"
"1.T0.5-ART-mjp-11.1.H","20:20:00","20:20:00","17799","5","","1","0","101529.90"
"1.T0.5-ART-mjp-2.1.H","19:04:00","19:04:00","82","1","","0","0","0.00"
"1.T0.5-ART-mjp-2.1.H","19:34:00","19:34:00","17795","2","","0","0","40546.80"
"1.T0.5-ART-mjp-2.1.H","19:42:00","19:42:00","17797","3","","0","0","49005.26"
"1.T0.5-ART-mjp-2.1.H","19:58:00","19:58:00","17798","4","","0","0","78053.14"
"1.T0.5-ART-mjp-2.1.H","20:20:00","20:20:00","17799","5","","1","0","101529.90"
"1.T0.5-ART-mjp-5.1.H","19:04:00","19:04:00","82","1","","0","0","0.00"
"1.T0.5-ART-mjp-5.1.H","19:34:00","19:34:00","17795","2","","0","0","40546.80"
"1.T0.5-ART-mjp-5.1.H","19:42:00","19:42:00","17797","3","","0","0","49005.26"
"1.T0.5-ART-mjp-5.1.H","19:58:00","19:58:00","17798","4","","0","0","78053.14"
"1.T0.5-ART-mjp-5.1.H","20:20:00","20:20:00","17799","5","","1","0","101529.90"
"1.T0.5-ART-mjp-6.1.H","19:04:00","19:04:00","82","1","","0","0","0.00"
"1.T0.5-ART-mjp-6.1.H","19:34:00","19:34:00","17795","2","","0","0","40546.80"
"1.T0.5-ART-mjp-6.1.H","19:42:00","19:42:00","17797","3","","0","0","49005.26"
"1.T0.5-ART-mjp-6.1.H","19:58:00","19:58:00","17798","4","","0","0","78053.14"
"1.T0.5-ART-mjp-6.1.H","20:20:00","20:20:00","17799","5","","1","0","101529.90"
"1.T0.5-ART-mjp-7.1.H","19:04:00","19:04:00","82","1","","0","0","0.00"
"1.T0.5-ART-mjp-7.1.H","19:34:00","19:34:00","17795","2","","0","0","40546.80"
"1.T0.5-ART-mjp-7.1.H","19:42:00","19:42:00","17797","3","","0","0","49005.26"
"1.T0.5-ART-mjp-7.1.H","19:58:00","19:58:00","17798","4","","0","0","78053.14"
"1.T0.5-ART-mjp-7.1.H","20:20:00","20:20:00","17799","5","","1","0","101529.90"
"1.T0.5-ART-mjp-8.1.H","19:04:00","19:04:00","82","1","","0","0","0.00"
"1.T0.5-ART-mjp-8.1.H","19:34:00","19:34:00","17795","2","","0","0","40546.80"
"1.T0.5-ART-mjp-8.1.H","19:42:00","19:42:00","17797","3","","0","0","49005.26"
"1.T0.5-ART-mjp-8.1.H","19:58:00","19:58:00","17798","4","","0","0","78053.14"
"1.T0.5-ART-mjp-8.1.H","20:20:00","20:20:00","17799","5","","1","0","101529.90"
"1.T0.5-ART-mjp-9.1.H","19:04:00","19:04:00","82","1","","0","0","0.00"
"1.T0.5-ART-mjp-9.1.H","19:34:00","19:34:00","17795","2","","0","0","40546.80"
"1.T0.5-ART-mjp-9.1.H","19:42:00","19:42:00","17797","3","","0","0","49005.26"
"1.T0.5-ART-mjp-9.1.H","19:58:00","19:58:00","17798","4","","0","0","78053.14"
"1.T0.5-ART-mjp-9.1.H","20:20:00","20:20:00","17799","5","","1","0","101529.90"
"1.T0.5-BAT-mjp-1.2.R","16:00:00","16:00:00","48047","1","","0","0","0.00"
"1.T0.5-BAT-mjp-1.2.R","16:15:00","16:20:00","82","2","","0","0","4889.66"
"1.T0.5-BAT-mjp-1.2.R","16:50:00","16:50:00","25","3","","0","0","40479.93"
"1.T0.5-BAT-mjp-1.2.R","17:10:00","17:10:00","20912","4","","0","0","65535.48"
"1.T0.5-BAT-mjp-1.2.R","18:10:00","18:10:00","20836","5","","1","0","124285.68"
"1.T0.5-BAT-mjp-10.1.H","25:10:00","25:10:00","20836","1","","0","0","0.00"
"1.T0.5-BAT-mjp-10.1.H","25:35:00","25:35:00","27538","2","","1","0","25908.96"
"1.T0.5-BAT-mjp-10.1.H","25:55:00","25:55:00","18","3","","0","0","46741.10"
"1.T0.5-BAT-mjp-10.1.H","26:10:00","26:10:00","20912","4","","1","0","62274.18"
"1.T0.5-BAT-mjp-10.1.H","26:15:00","26:15:00","37740","5","","0","0","63908.75"
"1.T0.5-BAT-mjp-10.1.H","26:35:00","26:35:00","22931","6","","1","0","87185.35"
"1.T0.5-BAT-mjp-10.1.H","26:55:00","26:55:00","82","7","","1","0","121635.32"
"1.T0.5-BAT-mjp-10.1.H","27:00:00","27:00:00","48047","8","","1","0","126521.44"
"1.T0.5-BAT-mjp-11.1.H","25:10:00","25:10:00","20836","1","","0","0","0.00"
"1.T0.5-BAT-mjp-11.1.H","25:35:00","25:35:00","27538","2","","1","0","25908.96"
"1.T0.5-BAT-mjp-11.1.H","25:55:00","25:55:00","18","3","","0","0","46741.10"
"1.T0.5-BAT-mjp-11.1.H","26:10:00","26:10:00","20912","4","","1","0","62274.18"
"1.T0.5-BAT-mjp-11.1.H","26:15:00","26:15:00","37740","5","","0","0","63908.75"
"1.T0.5-BAT-mjp-11.1.H","26:35:00","26:35:00","22931","6","","1","0","87185.35"
"1.T0.5-BAT-mjp-11.1.H","26:55:00","26:55:00","82","7","","1","0","121635.32"
"1.T0.5-BAT-mjp-11.1.H","27:00:00","27:00:00","48047","8","","1","0","126521.44"
"1.T0.5-BAT-mjp-2.1.H","25:10:00","25:10:00","20836","1","","0","0","0.00"
"1.T0.5-BAT-mjp-2.1.H","25:35:00","25:35:00","27538","2","","1","0","25908.96"
"1.T0.5-BAT-mjp-2.1.H","25:55:00","25:55:00","18","3","","0","0","46741.10"
"1.T0.5-BAT-mjp-2.1.H","26:10:00","26:10:00","20912","4","","1","0","62274.18"
"1.T0.5-BAT-mjp-2.1.H","26:15:00","26:15:00","37740","5","","0","0","63908.75"
"1.T0.5-BAT-mjp-2.1.H","26:35:00","26:35:00","22931","6","","1","0","87185.35"
"1.T0.5-BAT-mjp-2.1.H","26:55:00","26:55:00","82","7","","1","0","121635.32"
"1.T0.5-BAT-mjp-2.1.H","27:00:00","27:00:00","48047","8","","1","0","126521.44"
"1.T0.5-BAT-mjp-5.2.R","16:00:00","16:00:00","48047","1","","0","0","0.00"
"1.T0.5-BAT-mjp-5.2.R","16:15:00","16:20:00","82","2","","0","0","4889.66"
"1.T0.5-BAT-mjp-5.2.R","16:50:00","16:50:00","25","3","","0","0","40479.93"
"1.T0.5-BAT-mjp-5.2.R","17:10:00","17:10:00","20912","4","","0","0","65535.48"
"1.T0.5-BAT-mjp-5.2.R","18:10:00","18:10:00","20836","5","","1","0","124285.68"
"1.T0.5-BAT-mjp-6.1.H","25:10:00","25:10:00","20836","1","","0","0","0.00"
"1.T0.5-BAT-mjp-6.1.H","25:35:00","25:35:00","27538","2","","1","0","25908.96"
"1.T0.5-BAT-mjp-6.1.H","25:55:00","25:55:00","18","3","","0","0","46741.10"
"1.T0.5-BAT-mjp-6.1.H","26:10:00","26:10:00","20912","4","","1","0","62274.18"
"1.T0.5-BAT-mjp-6.1.H","26:15:00","26:15:00","37740","5","","0","0","63908.75"
"1.T0.5-BAT-mjp-6.1.H","26:35:00","26:35:00","22931","6","","1","0","87185.35"
"1.T0.5-BAT-mjp-6.1.H","26:55:00","26:55:00","82","7","","1","0","121635.32"
"1.T0.5-BAT-mjp-6.1.H","27:00:00","27:00:00","48047","8","","1","0","126521.44"
"1.T0.5-BAT-mjp-7.2.H","20:08:00","20:08:00","20836","1","","0","0","0.00"
"1.T0.5-BAT-mjp-7.2.H","20:16:00","20:16:00","22240","2","","0","1","4575.00"
"1.T0.5-BAT-mjp-7.2.H","20:21:00","20:21:00","22241","3","","0","1","11138.77"
"1.T0.5-BAT-mjp-7.2.H","20:25:00","20:25:00","20020","4","","0","0","13999.20"
"1.T0.5-BAT-mjp-7.2.H","20:28:00","20:28:00","19982","5","","0","0","16704.40"
"1.T0.5-BAT-mjp-7.2.H","20:32:00","20:32:00","52011","6","","0","0","20167.84"
"1.T0.5-BAT-mjp-7.2.H","20:37:00","20:37:00","19981","8","","0","0","31101.41"
"1.T0.5-BAT-mjp-7.2.H","20:41:00","20:41:00","48804","9","","0","0","35600.10"
"1.T0.5-BAT-mjp-7.2.H","20:45:00","20:45:00","19980","10","","0","0","38587.51"
"1.T0.5-BAT-mjp-7.2.H","20:53:00","20:53:00","20290","11","","0","0","52391.01"
"1.T0.5-BAT-mjp-7.2.H","21:11:00","21:11:00","20292","12","","0","0","80937.33"
"1.T0.5-BAT-mjp-7.2.H","21:31:00","21:34:00","20293","13","","0","0","115290.43"
"1.T0.5-BAT-mjp-7.2.H","21:41:00","21:41:00","43469","14","","1","0","119777.13"
"1.T0.5-BAT-mjp-8.2.R","16:00:00","16:00:00","48047","1","","0","0","0.00"
"1.T0.5-BAT-mjp-8.2.R","16:15:00","16:20:00","82","2","","0","0","4889.66"
"1.T0.5-BAT-mjp-8.2.R","16:50:00","16:50:00","25","3","","0","0","40479.93"
"1.T0.5-BAT-mjp-8.2.R","17:10:00","17:10:00","20912","4","","0","0","65535.48"
"1.T0.5-BAT-mjp-8.2.R","18:10:00","18:10:00","20836","5","","1","0","124285.68"
"1.T0.5-BAT-mjp-9.1.H","25:10:00","25:10:00","20836","1","","0","0","0.00"
"1.T0.5-BAT-mjp-9.1.H","25:35:00","25:35:00","27538","2","","1","0","25908.96"
"1.T0.5-BAT-mjp-9.1.H","25:55:00","25:55:00","18","3","","0","0","46741.10"
"1.T0.5-BAT-mjp-9.1.H","26:10:00","26:10:00","20912","4","","1","0","62274.18"
"1.T0.5-BAT-mjp-9.1.H","26:15:00","26:15:00","37740","5","","0","0","63908.75"
"1.T0.5-BAT-mjp-9.1.H","26:35:00","26:35:00","22931","6","","1","0","87185.35"
"1.T0.5-BAT-mjp-9.1.H","26:55:00","26:55:00","82","7","","1","0","121635.32"
"1.T0.5-BAT-mjp-9.1.H","27:00:00","27:00:00","48047","8","","1","0","126521.44"
